OBJECTID,CD_GEOCODI,NM_BAIRRO,NM_SUBDIST,NM_DISTRIT,INDIC_AGUA_ADEQUADA,INDIC_ESGOTO_ADEQUADO,INDIC_LIXO_ADEQUADO,INDIC_MEDBANH_PES,INDIC_ANALFAB_10A14,INDIC_RENDARESP_POS_SM,INDIC_RENDARESP_POS_ATE2SM,INDIC_RENDARESP_P_MAISDE10SM,I_AGUA_ADEQUADA,I_ESGOTO_ADEQUADO,I_LIXO_ADEQUADO,I_MEDBANH_PES,I_ANALFAB_10A14,I_RENDARESP_POS_SM,I_RENDARESP_POS_ATE2SM,I_RENDARESP_P_MAISDE10SM,IDS
9074,330455705090455,Catete,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.34598013,1.72413793,1.75341907,84.58781362,1.7921147,1,1,1,0.15716938,0.97126437,0.01569143,0.15412186,0.01932124,0.53969604
9075,330455705090456,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,1.10318665,0,12.93140343,5.51181102,48.03149606,1,1,1,0.50114776,1,0.1808686,0.94488189,0.51783957,0.76809223
9076,330455705090457,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.79846449,0,8.42417339,10.29411765,32.35294118,1,1,1,0.36272075,1,0.11426522,0.89705882,0.34880515,0.71535624
9077,330455705090458,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.94966443,0,13.90841176,10,52,1,1,1,0.43140678,1,0.19530586,0.9,0.560625,0.7609172
9078,330455705090459,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.87283237,0,11.88266323,11.78451178,45.11784512,1,1,1,0.39650406,1,0.16537135,0.88215488,0.48642677,0.74130713
9079,330455705090460,Flamengo,BOTAFOGO,RIO DE JANEIRO,100,99.6,100,0.9493007,9.52380952,10.30160428,7.79220779,37.22943723,1,0.996,1,0.43124155,0.84126984,0.14200803,0.92207792,0.40137987,0.71674715
9080,330455705090461,Laranjeiras,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.98153409,0,14.62151438,5.53359684,54.54545455,1,1,1,0.4458843,1,0.20584338,0.94466403,0.58806818,0.77305749
9081,330455705090462,Laranjeiras,BOTAFOGO,RIO DE JANEIRO,100,99.55156951,100,0.96747967,0,11.80540906,10.34482759,47.29064039,1,0.9955157,1,0.43949976,1,0.16422977,0.89655172,0.50985222,0.75070615
9082,330455705090463,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.90238095,4.76190476,11.58062945,14.64968153,42.67515924,1,1,1,0.40992718,0.92063492,0.1609082,0.85350318,0.46009156,0.72563313
9083,330455705090464,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.35726496,7.84313725,1.5628463,80,0,1,1,1,0.16229578,0.86928105,0.01287533,0.2,0,0.53055652
9084,330455705090465,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.71489362,0,6.57972776,14.04958678,17.3553719,1,1,1,0.32475677,1,0.08700983,0.85950413,0.1871126,0.68229792
9085,330455705090466,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.88909774,0,11.78822613,6.54205607,41.12149533,1,1,1,0.40389298,1,0.16397586,0.93457944,0.44334112,0.74322367
9086,330455705090467,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.9010989,0,16.42513369,5.45454545,61.81818182,1,1,1,0.40934478,1,0.23249548,0.94545455,0.66647727,0.78172151
9087,330455705090468,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.80952381,0,8.96476441,15.67164179,30.59701493,1,1,1,0.3677447,1,0.12225354,0.84328358,0.32987407,0.70789449
9088,330455705090469,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.86018237,0,10.64177707,13.51351351,40.54054054,1,1,1,0.39075751,1,0.14703477,0.86486486,0.4370777,0.72996686
9089,330455705090470,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.71576227,0,7.31633578,20.625,21.25,1,1,1,0.32515138,1,0.0978947,0.79375,0.22910156,0.6807372
9090,330455705090471,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,1.06571429,0,13.10044424,7.03125,44.53125,1,1,1,0.48412508,1,0.18336651,0.9296875,0.48010254,0.7596602
9091,330455705090472,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.79104478,0,7.8214178,10.76923077,21.53846154,1,1,1,0.35935018,1,0.1053583,0.89230769,0.23221154,0.69865346
9092,330455705090473,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,1.12711864,0,18.31659493,0,80.48780488,1,1,1,0.51201941,1,0.26044561,1,0.86775915,0.83002802
9093,330455705090474,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,1.16176471,0,15.56992853,1.86915888,55.14018692,1,1,1,0.52775818,1,0.2198581,0.98130841,0.59448014,0.7904256
9094,330455705090475,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.89939024,0,13.21280692,8.10810811,48.64864865,1,1,1,0.40856858,1,0.1850269,0.91891892,0.52449324,0.75462596
9095,330455705090476,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,1.01923077,0,12.56894419,12.30769231,41.53846154,1,1,1,0.46300888,1,0.17551253,0.87692308,0.44783654,0.74541013
9096,330455705090477,Humaitá,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.98695652,0,12.13001337,12.5,38.63636364,1,1,1,0.44834757,1,0.16902645,0.875,0.4165483,0.73861529
9097,330455705090478,Humaitá,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.94545455,0,12.38614379,9.33333333,50.66666667,1,1,1,0.42949434,1,0.17281129,0.90666667,0.54625,0.75690279
9098,330455705090479,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,1.06349206,14.28571429,12.16462899,8.82352941,39.21568627,1,1,1,0.48311559,0.76190476,0.16953796,0.91176471,0.42279412,0.71863964
9099,330455705090480,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,1.01814882,0,12.17540477,5.80912863,46.47302905,1,1,1,0.46251738,1,0.1696972,0.94190871,0.50103734,0.75939508
9100,330455705090481,Catete,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.8041958,4.76190476,12.8061683,9.375,46.35416667,1,1,1,0.36532433,0.92063492,0.17901799,0.90625,0.49975586,0.73387289
9101,330455705090482,Catete,BOTAFOGO,RIO DE JANEIRO,100,99.55752212,100,0.92080745,0,13.87256726,2.3255814,53.02325581,1,0.99557522,1,0.41829784,1,0.19477618,0.97674419,0.57165698,0.7696313
9102,330455705090483,Catete,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.9255121,0,14.93618447,5.10204082,59.18367347,1,1,1,0.42043503,1,0.21049326,0.94897959,0.63807398,0.77724773
9103,330455705090484,Catete,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.95732839,0,14.65460336,2.53807107,57.8680203,1,1,1,0.43488831,1,0.20633233,0.97461929,0.62388959,0.77996619
9104,330455705090485,Botafogo,BOTAFOGO,RIO DE JANEIRO,99.46808511,100,100,0.94198895,11.11111111,9.30966231,11.11111111,28.88888889,0.99468085,1,1,0.42792002,0.81481481,0.1273501,0.88888889,0.31145833,0.69563913
9105,330455705090486,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.70886076,0,8.3285587,14.28571429,22.07792208,1,1,1,0.32201621,1,0.11285232,0.85714286,0.2380276,0.69125487
9106,330455705090487,Botafogo,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.3015873,0,1.42675894,94.11764706,0,1,1,1,0.13700293,1,0.01086437,0.05882353,0,0.52583635
9107,330455705090488,Laranjeiras,BOTAFOGO,RIO DE JANEIRO,100,100,100,0.35356201,2.81690141,1.81641249,79.36507937,0.52910053,1,1,1,0.16061362,0.95305164,0.01662228,0.20634921,0.00570437,0.54279264
9108,330455705090489,Botafogo,BOTAFOGO,RIO DE JANEIRO,98.4375,92.1875,100,0.53488372,0,3.12287582,50.87719298,1.75438596,0.984375,0.921875,1,0.24298316,1,0.0359279,0.49122807,0.01891447,0.58691295
9109,330455705090490,Urca,BOTAFOGO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9110,330455705090491,Urca,BOTAFOGO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9111,330455705090492,Botafogo,BOTAFOGO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9112,330455705090493,Botafogo,BOTAFOGO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9113,330455705090494,Botafogo,BOTAFOGO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9114,330455705090495,Botafogo,BOTAFOGO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9115,330455705090496,Humaitá,BOTAFOGO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9116,330455705090497,Humaitá,BOTAFOGO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9117,330455705090498,Laranjeiras,BOTAFOGO,RIO DE JANEIRO,100,100,100,1.23076923,0,11.66666667,15.38461538,30.76923077,1,1,1,0.55910506,1,0.16217957,0.84615385,0.33173077,0.73739616
9118,330455705090499,Laranjeiras,BOTAFOGO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9119,330455705090500,Cosme Velho,BOTAFOGO,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9121,330455705100001,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.99681529,5.88235294,16.35588235,8.19672131,54.91803279,1,1,1,0.45282613,0.90196078,0.23147215,0.91803279,0.59208504,0.76204711
9123,330455705100002,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.92935982,0,10.07421715,6.96517413,33.83084577,1,1,1,0.42218295,1,0.13864793,0.93034826,0.36473881,0.73198974
9125,330455705100003,Leme,COPACABANA,RIO DE JANEIRO,100,99.75062344,100,0.38354037,4.8,1.79268114,74.3315508,0,1,0.99750623,1,0.17423198,0.92,0.01627161,0.25668449,0,0.54558679
9127,330455705100004,Leme,COPACABANA,RIO DE JANEIRO,100,99.36708861,100,1.07936508,0,22.22130366,0.67567568,71.62162162,1,0.99367089,1,0.49032627,1,0.31814553,0.99324324,0.77217061,0.82094457
9129,330455705100005,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.22792023,0,21.53326797,6,68,1,1,1,0.55781084,1,0.30797842,0.94,0.733125,0.81736428
9131,330455705100006,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.17241379,0,12.59007724,5.45454545,46.66666667,1,1,1,0.53259577,1,0.17582482,0.94545455,0.503125,0.76962502
9133,330455705100007,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.68888889,0,6.37770673,21.73913043,21.73913043,1,1,1,0.31294353,1,0.08402457,0.7826087,0.234375,0.67674397
9135,330455705100008,Leme,COPACABANA,RIO DE JANEIRO,99.55156951,100,100,0.93061224,5.88235294,10.57714576,8.96226415,35.37735849,0.9955157,1,1,0.42275189,0.90196078,0.14607971,0.91037736,0.38141215,0.7197622
9137,330455705100009,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.07954545,0,12.1307241,8.66141732,46.45669291,1,1,1,0.4904082,1,0.16903695,0.91338583,0.50086122,0.75921153
9139,330455705100010,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.85294118,0,10.83886394,9.16030534,37.02290076,1,1,1,0.38746803,1,0.14994712,0.90839695,0.39915315,0.73062066
9141,330455705100011,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.88919668,0,11.36677628,6.83229814,39.13043478,1,1,1,0.40393792,1,0.15774809,0.93167702,0.421875,0.73940475
9143,330455705100012,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.95519713,0,19.82450511,2.8708134,55.98086124,1,1,1,0.43392014,1,0.28272801,0.97129187,0.60354366,0.78643546
9145,330455705100013,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.08588957,0,12.21598286,13.44537815,42.85714286,1,1,1,0.49329016,1,0.17029682,0.86554622,0.46205357,0.74889835
9147,330455705100014,Leme,COPACABANA,RIO DE JANEIRO,100,99.08256881,100,0.7826087,0,10.61811391,4.76190476,24.76190476,1,0.99082569,1,0.35551789,1,0.1466851,0.95238095,0.26696429,0.71404674
9149,330455705100015,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.97002141,0,10.2629687,9.21052632,37.28070175,1,1,1,0.44065441,1,0.14143711,0.90789474,0.40193257,0.73648985
9151,330455705100016,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.80669145,0,9.51399086,12.03007519,32.33082707,1,1,1,0.36645803,1,0.13036946,0.87969925,0.34856673,0.71563668
9153,330455705100017,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.0896861,0,18.94698128,2.25988701,52.54237288,1,1,1,0.49501482,1,0.26976084,0.97740113,0.56647246,0.78858116
9155,330455705100018,Leme,COPACABANA,RIO DE JANEIRO,97.6744186,100,100,0.40046296,11.11111111,1.35261722,97.39130435,0,0.97674419,1,1,0.18191946,0.81481481,0.00976878,0.02608696,0,0.50116677
9157,330455705100019,Leme,COPACABANA,RIO DE JANEIRO,100,99.35483871,100,0.87707641,0,7.04851178,17.26618705,20.14388489,1,0.99354839,1,0.39843201,1,0.09393706,0.82733813,0.21717626,0.69130398
9159,330455705100020,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.99596774,0,12.02191176,7.5,40.83333333,1,1,1,0.45244112,1,0.16742903,0.925,0.44023438,0.74813807
9161,330455705100021,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.71856287,0,8.21201461,18.62745098,22.54901961,1,1,1,0.32642361,1,0.11113015,0.81372549,0.24310662,0.68679823
9163,330455705100022,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.05371248,0,11.75513699,8.56164384,39.38356164,1,1,1,0.47867299,1,0.1634869,0.91438356,0.42460402,0.74764343
9165,330455705100023,Leme,COPACABANA,RIO DE JANEIRO,100,99.30555556,100,0.88571429,0,14.79253394,8.46153846,48.46153846,1,0.99305556,1,0.40235596,1,0.20837054,0.91538462,0.52247596,0.75520533
9167,330455705100024,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.69798658,0,9.50441176,7.5,25,1,1,1,0.31707636,1,0.13022791,0.925,0.26953125,0.70522944
9169,330455705100025,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.05450237,0,10.35790547,4.62427746,33.52601156,1,1,1,0.47903181,1,0.14284,0.95375723,0.36145231,0.74213517
9171,330455705100026,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.2375,0,12.58226861,5.37634409,43.01075269,1,1,1,0.56216267,1,0.17570943,0.94623656,0.46370968,0.76847729
9173,330455705100027,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.71936759,0,8.52601513,6.2992126,24.40944882,1,1,1,0.32678917,1,0.11577014,0.93700787,0.26316437,0.70534144
9175,330455705100028,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.13114754,0,13.86954657,4.6875,53.125,1,1,1,0.51384963,1,0.19473154,0.953125,0.57275391,0.77930751
9177,330455705100029,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.00727273,0,11.44746104,3.41880342,43.58974359,1,1,1,0.45757667,1,0.15894037,0.96581197,0.46995192,0.75653512
9179,330455705100030,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1,0,13.37392009,4.5112782,46.61654135,1,1,1,0.45427286,1,0.18740767,0.95488722,0.50258459,0.76239404
9181,330455705100031,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,1.05833333,0,10.65413678,10.36585366,35.36585366,1,1,1,0.48077211,1,0.14721741,0.89634146,0.38128811,0.73820239
9183,330455705100032,Leme,COPACABANA,RIO DE JANEIRO,100,99.30555556,100,1.02881844,0,9.82541239,7.93650794,29.36507937,1,0.99305556,1,0.4673643,1,0.13497134,0.92063492,0.31659226,0.7290773
9185,330455705100033,Leme,COPACABANA,RIO DE JANEIRO,100,100,100,0.95631068,0,14.59943978,14.28571429,45.23809524,1,1,1,0.43442599,1,0.20551718,0.85714286,0.48772321,0.74810116
9187,330455705100034,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.79816514,0,9.88190233,6.83229814,30.43478261,1,1,1,0.36258476,1,0.13580609,0.93167702,0.328125,0.71977411
9189,330455705100035,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.66308244,0,5.27485787,19.52662722,8.87573964,1,1,1,0.30122036,1,0.06772776,0.80473373,0.09569157,0.65867168
9191,330455705100036,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.78333333,0,7.15142925,19.27710843,16.86746988,1,1,1,0.35584708,1,0.09545787,0.80722892,0.18185241,0.68004828
9193,330455705100037,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.78931751,0,9.18487395,13.0952381,29.76190476,1,1,1,0.35856552,1,0.1255061,0.86904762,0.32087054,0.70924872
9195,330455705100038,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.69660194,0,7.45690157,13.86138614,19.30693069,1,1,1,0.31644736,1,0.09997184,0.86138614,0.20815285,0.68574477
9197,330455705100039,Copacabana,COPACABANA,RIO DE JANEIRO,,,,,,,,,,,,,,,,,
9199,330455705100040,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.58389262,0,4.88689781,23.17880795,5.9602649,1,1,1,0.26524657,1,0.06199487,0.76821192,0.06425911,0.64496406
9201,330455705100041,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.68481375,0,7.98173936,14.96598639,21.76870748,1,1,1,0.3110923,1,0.10772737,0.85034014,0.23469388,0.68798171
9203,330455705100042,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.92142857,0,14.50102198,7.87878788,47.87878788,1,1,1,0.41858,1,0.20406286,0.92121212,0.51619318,0.75750602
9205,330455705100043,Copacabana,COPACABANA,RIO DE JANEIRO,100,95.75757576,100,0.57172557,0,8.82681159,14.49275362,28.98550725,1,0.95757576,1,0.25971941,1,0.12021501,0.85507246,0.3125,0.68813533
9207,330455705100044,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.31983806,0,5.99221911,6.34920635,7.93650794,1,1,1,0.14529375,1,0.07832821,0.93650794,0.08556548,0.65571192
9209,330455705100045,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.82553191,0,12.00185759,5.26315789,40.78947368,1,1,1,0.37501675,1,0.16713269,0.94736842,0.43976151,0.74115992
9211,330455705100046,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.61864407,0,6.39054622,7.85714286,14.28571429,1,1,1,0.28103321,1,0.0842143,0.92142857,0.15401786,0.68008674
9213,330455705100047,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.99287411,0,11.77704422,9.04255319,39.36170213,1,1,1,0.45103576,1,0.16381062,0.90957447,0.42436835,0.74359865
9215,330455705100048,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.74277457,0,8.24060176,9.77011494,32.18390805,1,1,1,0.33742233,1,0.11155258,0.90229885,0.34698276,0.71228206
9217,330455705100049,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.76488095,0,8.4054319,12.16216216,28.37837838,1,1,1,0.34746466,1,0.11398828,0.87837838,0.30595439,0.70572321
9219,330455705100050,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.84033613,0,9.15242795,7.38255034,26.84563758,1,1,1,0.3817419,1,0.12502664,0.9261745,0.28942953,0.71529657
9221,330455705100051,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.74347826,0,9.90792484,13.54166667,19.79166667,1,1,1,0.337742,1,0.13619063,0.86458333,0.21337891,0.69398686
9223,330455705100052,Copacabana,COPACABANA,RIO DE JANEIRO,100,99.09090909,100,1.00738007,0,15.64076952,4.71698113,50.94339623,1,0.99090909,1,0.45762543,1,0.22090492,0.95283019,0.54923349,0.77143789
9225,330455705100053,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.76521739,0,8.35842891,9.43396226,22.01257862,1,1,1,0.3476175,1,0.11329371,0.90566038,0.23732311,0.70048684
9227,330455705100054,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.98583569,11.11111111,10.38835236,7.46268657,32.8358209,1,1,1,0.4478384,0.81481481,0.14328991,0.92537313,0.35401119,0.71066593
9229,330455705100055,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.98283262,0,9.53780697,13.59223301,34.95145631,1,1,1,0.44647419,1,0.13072139,0.86407767,0.37682039,0.7272617
9231,330455705100056,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.72307692,7.14285714,7.22270637,12.96296296,15.43209877,1,1,1,0.32847422,0.88095238,0.09651113,0.87037037,0.16637731,0.66783568
9233,330455705100057,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.78064516,0,7.65475987,22.70531401,20.77294686,1,1,1,0.35462591,1,0.10289559,0.77294686,0.22395833,0.68180334
9235,330455705100058,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,1.09467456,0,9.6015509,17.51412429,33.89830508,1,1,1,0.49728095,1,0.13166334,0.82485876,0.3654661,0.72740864
9237,330455705100059,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.65909091,0,7.8129859,14.03508772,19.29824561,1,1,1,0.29940711,1,0.1052337,0.85964912,0.20805921,0.68404364
9239,330455705100060,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.64649682,0,6.952316,17.39130435,16.66666667,1,1,1,0.29368596,1,0.09251557,0.82608696,0.1796875,0.673997
9241,330455705100061,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.83756345,0,8.38910531,18.54304636,25.82781457,1,1,1,0.38048235,1,0.11374702,0.81456954,0.27845613,0.69840688
9243,330455705100062,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.83928571,0,8.27726982,3.26086957,25.54347826,1,1,1,0.38126472,1,0.11209443,0.9673913,0.27539063,0.71701763
9245,330455705100063,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.88709677,0,9.57131445,7.40740741,35.18518519,1,1,1,0.40298399,1,0.13121653,0.92592593,0.37934028,0.72993334
9247,330455705100064,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.89458689,0,9.4760065,14.79289941,26.03550296,1,1,1,0.40638655,1,0.12980817,0.85207101,0.28069527,0.70862012
9249,330455705100065,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.76739927,0,8.6855559,17.80104712,26.17801047,1,1,1,0.34860866,1,0.11812767,0.82198953,0.28223168,0.69636969
9251,330455705100066,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.68303571,0,5.11043829,18.38235294,11.02941176,1,1,1,0.31028459,1,0.06529813,0.81617647,0.11891085,0.66383375
9253,330455705100067,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.66666667,0,6.30848846,24.05063291,13.92405063,1,1,1,0.30284858,1,0.08300173,0.75949367,0.15011867,0.66193283
9255,330455705100068,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.76211454,0,7.55168215,14.73684211,23.15789474,1,1,1,0.34620795,1,0.10137241,0.85263158,0.24967105,0.69373537
9257,330455705100069,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.76363636,0,5.952332,18.44660194,13.59223301,1,1,1,0.34689928,1,0.0777388,0.81553398,0.14654126,0.67333917
9259,330455705100070,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.76470588,0,9.67952941,0.8,35.2,1,1,1,0.34738513,1,0.13281563,0.992,0.3795,0.73146259
9261,330455705100071,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.83333333,0,11.93464555,7.69230769,34.61538462,1,1,1,0.37856072,1,0.1661395,0.92307692,0.37319712,0.73012178
9263,330455705100072,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.96451613,0,13.0302624,5.14705882,39.70588235,1,1,1,0.4381535,1,0.18232944,0.94852941,0.42807904,0.74963642
9265,330455705100073,Copacabana,COPACABANA,RIO DE JANEIRO,98.86363636,95.45454545,100,0.60327869,0,6.53600186,18.34319527,13.60946746,0.98863636,0.95454545,1,0.27405314,1,0.08636369,0.81656805,0.14672707,0.65836172
9267,330455705100074,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.67980296,0,7.64269024,10.3626943,15.02590674,1,1,1,0.30881604,1,0.10271724,0.89637306,0.16199806,0.68373805
9269,330455705100075,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,1.07792208,0,13.20184347,5.98290598,43.58974359,1,1,1,0.48967075,1,0.18486489,0.94017094,0.46995192,0.76058231
9271,330455705100076,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,1.08262712,0,9.82689622,9.26829268,35.12195122,1,1,1,0.49180812,1,0.13499327,0.90731707,0.37865854,0.73909712
9273,330455705100077,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.62019231,0,7.81607291,11.26760563,25.35211268,1,1,1,0.28173654,1,0.10527931,0.88732394,0.27332746,0.69345841
9275,330455705100078,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.76119403,0,7.4027797,10.58823529,18.82352941,1,1,1,0.34578979,1,0.09917208,0.89411765,0.20294118,0.69275259
9277,330455705100079,Copacabana,COPACABANA,RIO DE JANEIRO,100,99.48979592,100,0.75409836,0,6.68073316,14.13043478,15.76086957,1,0.99489796,1,0.34256642,1,0.08850239,0.85869565,0.16992188,0.68182304
9279,330455705100080,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.94385027,0,7.93492782,9.34065934,20.32967033,1,1,1,0.42876556,1,0.10703563,0.90659341,0.21917926,0.70769673
9281,330455705100081,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.46814404,0,3.61208737,34.17721519,5.06329114,1,1,1,0.21266514,1,0.04315699,0.65822785,0.05458861,0.62107982
9283,330455705100082,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.48655914,0,5.02547695,24.32432432,10.81081081,1,1,1,0.22103061,1,0.06404266,0.75675676,0.11655405,0.64479801
9285,330455705100083,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.58677686,0,5.82492997,28.57142857,12.24489796,1,1,1,0.2665568,1,0.07585618,0.71428571,0.13201531,0.64858925
9287,330455705100084,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.70618557,0,6.81551445,17.01030928,15.46391753,1,1,1,0.32080094,1,0.09049405,0.82989691,0.16672036,0.67598903
9289,330455705100085,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.83248731,0,7.31045499,10.03861004,18.14671815,1,1,1,0.37817639,1,0.09780779,0.8996139,0.19564431,0.6964053
9291,330455705100086,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.72183908,0,8.78007927,9.04255319,23.93617021,1,1,1,0.32791191,1,0.11952444,0.90957447,0.25806184,0.70188408
9293,330455705100087,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.89106145,0,11.81901328,8.38709677,39.35483871,1,1,1,0.40478504,1,0.1644308,0.91612903,0.42429435,0.7387049
9295,330455705100088,Copacabana,COPACABANA,RIO DE JANEIRO,100,100,100,0.97340426,0,8.10190014,12.37113402,23.71134021,1,1,1,0.44219114,1,0.10950299,0.87628866,0.25563789,0.71045258
9297,330455705100089,Copacabana,COPACABANA,RIO DE JANEIRO,100,99.46524064,100,0.93186813,0,10.58850697,10.24096386,38.55421687,1,0.99465241,1,0.4233224,1,0.1462476,0.89759036,0.41566265,0.73468443
