hex_id,ideb_bairro,nome,codbairro,codra,rp,cod_rp,area_plane
88a8a0756dfffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a039c3fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a075c1fffff,Camorim,Camorim,129,24,Barra da Tijuca,4.2,4
88a8a028e7fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a07615fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a0293bfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06539fffff,Anchieta,Anchieta,107,22,Pavuna,3.6,3
88a8a076bdfffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a02121fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a029e3fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02a37fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a06635fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a06153fffff,Engenho Novo,Engenho Novo,061,13,Méier,3.2,3
88a8a02a8bfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06689fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06f4bfffff,Penha,Penha,043,11,Penha,3.5,3
88a8a066ddfffff,Santíssimo,Santíssimo,143,18,Campo Grande,5.2,5
88a8a02b33fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06731fffff,Vila Militar,Vila Militar,135,33,Bangu,5.1,5
88a8a078b5fffff,Laranjeiras,Laranjeiras,017,4,Zona Sul,2.1,2
88a8a06013fffff,Quintino Bocaiúva,Quintino Bocaiúva,079,15,Madureira,3.3,3
88a8a06067fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a07197fffff,Itanhangá,Itanhangá,127,24,Barra da Tijuca,4.2,4
88a8a060bbfffff,Rocha Miranda,Rocha Miranda,086,15,Madureira,3.3,3
88a8a06163fffff,Maracanã,Maracanã,035,9,Tijuca,2.2,2
88a8a061b7fffff,Penha,Penha,043,11,Penha,3.5,3
88a8a0620bfffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a062b3fffff,Tanque,Tanque,123,16,Jacarepaguá,4.1,4
88a8a06307fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a07437fffff,Vargem Pequena,Vargem Pequena,130,24,Barra da Tijuca,4.2,4
88a8a0635bfffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a0748bfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02805fffff,Inhoaíba,Inhoaíba,146,18,Campo Grande,5.2,5
88a8a03935fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a07533fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a02859fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a06457fffff,Gericinó,Gericinó,160,17,Bangu,5.1,5
88a8a03989fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a07587fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a028adfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a039ddfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a075dbfffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a02901fffff,Senador Vasconcelos,Senador Vasconcelos,145,18,Campo Grande,5.2,5
88a8a02955fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06553fffff,Parque Anchieta,Parque Anchieta,108,22,Pavuna,3.6,3
88a8a07683fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06e15fffff,Pavuna,Pavuna,114,25,Pavuna,3.6,3
88a8a029a9fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a076d7fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0213bfffff,Sepetiba,Sepetiba,150,19,Santa Cruz,5.3,5
88a8a06e69fffff,Vila da Penha,Vila da Penha,074,14,Madureira,3.3,3
88a8a02a51fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a060abfffff,Madureira,Madureira,083,15,Madureira,3.3,3
88a8a021e3fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02aa5fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a066a3fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a02b4dfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0674bfffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a070b5fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a0602dfffff,Engenho Novo,Engenho Novo,061,13,Méier,3.2,3
88a8a06081fffff,Madureira,Madureira,083,15,Madureira,3.3,3
88a8a071b1fffff,São Conrado,São Conrado,031,6,Zona Sul,2.1,2
88a8a060d5fffff,Vila Valqueire,Vila Valqueire,125,16,Jacarepaguá,4.1,4
88a8a06129fffff,Imperial de São Cristóvão,Imperial de São Cristóvão,010,7,Centro,1.1,1
88a8a02e41fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a061d1fffff,Pilares,Pilares,071,13,Méier,3.2,3
88a8a06225fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a062cdfffff,Barra Olímpica,Barra Olímpica,165,16,Jacarepaguá,4.1,4
88a8a06321fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a07451fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a038a7fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a074a5fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06057fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a0754dfffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a039a3fffff,Ilha de Guaratiba,Ilha de Guaratiba,164,26,Guaratiba,5.4,5
88a8a075a1fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a028c7fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a0291bfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06519fffff,Anchieta,Anchieta,107,22,Pavuna,3.6,3
88a8a020adfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a0656dfffff,Marechal Hermes,Marechal Hermes,090,15,Madureira,3.3,3
88a8a0769dfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a02101fffff,Sepetiba,Sepetiba,150,19,Santa Cruz,5.3,5
88a8a029c3fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02a17fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06615fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a021a9fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02a6bfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06669fffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a066bdfffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a02b13fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06711fffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a06003fffff,Água Santa,Água Santa,067,13,Méier,3.2,3
88a8a02b67fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06765fffff,Jardim Sulacap,Jardim Sulacap,137,33,Bangu,5.1,5
88a8a07895fffff,Santa Teresa,Santa Teresa,014,23,Centro,1.1,1
88a8a06047fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a0609bfffff,Marechal Hermes,Marechal Hermes,090,15,Madureira,3.3,3
88a8a06143fffff,Andaraí,Andaraí,037,9,Tijuca,2.2,2
88a8a06197fffff,Penha Circular,Penha Circular,044,11,Penha,3.5,3
88a8a06a59fffff,Catumbi,Catumbi,006,3,Centro,1.1,1
88a8a061ebfffff,Del Castilho,Del Castilho,053,12,Inhaúma,3.4,3
88a8a06293fffff,Taquara,Taquara,122,16,Jacarepaguá,4.1,4
88a8a02f57fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a062e7fffff,Freguesia (Jacarepaguá),Freguesia (Jacarepaguá),120,16,Jacarepaguá,4.1,4
88a8a07417fffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a0633bfffff,Tijuca,Tijuca,033,8,Tijuca,2.2,2
88a8a0746bfffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a038c1fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a03915fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a07513fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a02839fffff,Cosmos,Cosmos,147,18,Campo Grande,5.2,5
88a8a07567fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a0288dfffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a039bdfffff,Ilha de Guaratiba,Ilha de Guaratiba,164,26,Guaratiba,5.4,5
88a8a075bbfffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a028e1fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a02935fffff,Santíssimo,Santíssimo,143,18,Campo Grande,5.2,5
88a8a02989fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a076b7fffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a06e49fffff,Irajá,Irajá,076,14,Madureira,3.3,3
88a8a029ddfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02a31fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a021c3fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02a85fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06683fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02ad9fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a066d7fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02b2dfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0672bfffff,Vila Militar,Vila Militar,135,33,Bangu,5.1,5
88a8a0600dfffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06061fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a07191fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a060b5fffff,Irajá,Irajá,076,14,Madureira,3.3,3
88a8a06109fffff,Vila Isabel,Vila Isabel,036,9,Tijuca,2.2,2
88a8a0615dfffff,Andaraí,Andaraí,037,9,Tijuca,2.2,2
88a8a061b1fffff,Penha,Penha,043,11,Penha,3.5,3
88a8a06205fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06259fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a062adfffff,Freguesia (Jacarepaguá),Freguesia (Jacarepaguá),120,16,Jacarepaguá,4.1,4
88a8a06301fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a03833fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a07431fffff,Vargem Pequena,Vargem Pequena,130,24,Barra da Tijuca,4.2,4
88a8a06355fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a07485fffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a074d9fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0752dfffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a02853fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a03983fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06451fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a07581fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a039d7fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a075d5fffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a0654dfffff,Deodoro,Deodoro,134,33,Bangu,5.1,5
88a8a029a3fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a076d1fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a02135fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06e63fffff,Cordovil,Cordovil,046,31,Penha,3.5,3
88a8a02189fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02a4bfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06649fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a0669dfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02b47fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06745fffff,Taquara,Taquara,122,16,Jacarepaguá,4.1,4
88a8a078c9fffff,Ipanema,Ipanema,025,6,Zona Sul,2.1,2
88a8a06027fffff,Méier,Méier,063,13,Méier,3.2,3
88a8a06123fffff,Vasco da Gama,Vasco da Gama,158,7,Centro,1.1,1
88a8a061cbfffff,Engenho de Dentro,Engenho de Dentro,066,13,Méier,3.2,3
88a8a062c7fffff,Cidade de Deus,Cidade de Deus,118,34,Jacarepaguá,4.1,4
88a8a0631bfffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a0744bfffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a02819fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a07547fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a0286dfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a0399dfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0646bfffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a0759bfffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a028c1fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a02915fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a020a7fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06721fffff,Campo dos Afonsos,Campo dos Afonsos,136,33,Bangu,5.1,5
88a8a02969fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06567fffff,Barros Filho,Barros Filho,112,25,Pavuna,3.6,3
88a8a07697fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a02b23fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06e29fffff,Parada de Lucas,Parada de Lucas,047,31,Penha,3.5,3
88a8a029bdfffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a076ebfffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a02a11fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a021a3fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02a65fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06663fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a02ab9fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02b0dfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0670bfffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a02b61fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a078e3fffff,Copacabana,Copacabana,024,5,Zona Sul,2.1,2
88a8a06041fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06095fffff,Bento Ribeiro,Bento Ribeiro,089,15,Madureira,3.3,3
88a8a060e9fffff,Quintino Bocaiúva,Quintino Bocaiúva,079,15,Madureira,3.3,3
88a8a066cdfffff,Santíssimo,Santíssimo,143,18,Campo Grande,5.2,5
88a8a0613dfffff,Imperial de São Cristóvão,Imperial de São Cristóvão,010,7,Centro,1.1,1
88a8a06191fffff,Vila Kosmos,Vila Kosmos,072,14,Madureira,3.3,3
88a8a06a53fffff,Cidade Nova,Cidade Nova,008,3,Centro,1.1,1
88a8a061e5fffff,Manguinhos,Manguinhos,039,10,Ramos,3.1,3
88a8a06239fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a0628dfffff,Pechincha,Pechincha,121,16,Jacarepaguá,4.1,4
88a8a02f51fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a062e1fffff,Freguesia (Jacarepaguá),Freguesia (Jacarepaguá),120,16,Jacarepaguá,4.1,4
88a8a03813fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a07411fffff,Vargem Pequena,Vargem Pequena,130,24,Barra da Tijuca,4.2,4
88a8a06335fffff,Tijuca,Tijuca,033,8,Tijuca,2.2,2
88a8a07465fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a074b9fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a0750dfffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a02833fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a07561fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a02887fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a039b7fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a075b5fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a028dbfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a0652dfffff,Barros Filho,Barros Filho,112,25,Pavuna,3.6,3
88a8a02983fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a076b1fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a02115fffff,Sepetiba,Sepetiba,150,19,Santa Cruz,5.3,5
88a8a06e43fffff,Colégio,Colégio,077,14,Madureira,3.3,3
88a8a029d7fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02a2bfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06629fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a021bdfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02ad3fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a066d1fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02b27fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06725fffff,Campo dos Afonsos,Campo dos Afonsos,136,33,Bangu,5.1,5
88a8a078a9fffff,Botafogo,Botafogo,020,4,Zona Sul,2.1,2
88a8a06007fffff,Engenho de Dentro,Engenho de Dentro,066,13,Méier,3.2,3
88a8a021b9fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a0605bfffff,Freguesia (Jacarepaguá),Freguesia (Jacarepaguá),120,16,Jacarepaguá,4.1,4
88a8a06103fffff,São Francisco Xavier,São Francisco Xavier,057,13,Méier,3.2,3
88a8a06157fffff,Vila Isabel,Vila Isabel,036,9,Tijuca,2.2,2
88a8a06625fffff,Padre Miguel,Padre Miguel,140,17,Bangu,5.1,5
88a8a06a19fffff,Santo Cristo,Santo Cristo,003,1,Centro,1.1,1
88a8a061abfffff,Complexo do Alemão,Complexo do Alemão,156,29,Inhaúma,3.4,3
88a8a06ac1fffff,Caju,Caju,004,1,Centro,1.1,1
88a8a02a27fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06253fffff,Barra Olímpica,Barra Olímpica,165,16,Jacarepaguá,4.1,4
88a8a062a7fffff,Tanque,Tanque,123,16,Jacarepaguá,4.1,4
88a8a02f6bfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a0742bfffff,Vargem Pequena,Vargem Pequena,130,24,Barra da Tijuca,4.2,4
88a8a074d3fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a07527fffff,Barra Olímpica,Barra Olímpica,165,16,Jacarepaguá,4.1,4
88a8a0284dfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a0644bfffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a039d1fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a02949fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06547fffff,Deodoro,Deodoro,134,33,Bangu,5.1,5
88a8a02165fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06e09fffff,Irajá,Irajá,076,14,Madureira,3.3,3
88a8a076cbfffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a06e5dfffff,Colégio,Colégio,077,14,Madureira,3.3,3
88a8a02183fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02a45fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06643fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a021d7fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a029d3fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a02a99fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a06697fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06f59fffff,Penha Circular,Penha Circular,044,11,Penha,3.5,3
88a8a02aedfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a066ebfffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a02b41fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a078c3fffff,Lagoa,Lagoa,027,6,Zona Sul,2.1,2
88a8a06021fffff,Lins de Vasconcelos,Lins de Vasconcelos,062,13,Méier,3.2,3
88a8a060c9fffff,Praça Seca,Praça Seca,124,16,Jacarepaguá,4.1,4
88a8a07abbfffff,Vidigal,Vidigal,030,6,Zona Sul,2.1,2
88a8a0611dfffff,Riachuelo,Riachuelo,059,13,Méier,3.2,3
88a8a02111fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a076adfffff,Vargem Pequena,Vargem Pequena,130,24,Barra da Tijuca,4.2,4
88a8a061c5fffff,Cachambi,Cachambi,065,13,Méier,3.2,3
88a8a06219fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06adbfffff,Bonsucesso,Bonsucesso,040,10,Ramos,3.1,3
88a8a0626dfffff,Itanhangá,Itanhangá,127,24,Barra da Tijuca,4.2,4
88a8a062c1fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a06315fffff,Alto da Boa Vista,Alto da Boa Vista,034,8,Tijuca,2.2,2
88a8a07445fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a06369fffff,Gávea,Gávea,029,6,Zona Sul,2.1,2
88a8a07499fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a074edfffff,Vargem Grande,Vargem Grande,131,24,Barra da Tijuca,4.2,4
88a8a02813fffff,Paciência,Paciência,148,19,Santa Cruz,5.3,5
88a8a07541fffff,Barra da Tijuca,Barra da Tijuca,128,24,Barra da Tijuca,4.2,4
88a8a02867fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a03997fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06465fffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a07595fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a039ebfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a075e9fffff,Jacarepaguá,Jacarepaguá,115,16,Jacarepaguá,4.1,4
88a8a0650dfffff,Guadalupe,Guadalupe,106,22,Pavuna,3.6,3
88a8a0763dfffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a020a1fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a02963fffff,Campo Grande,Campo Grande,144,18,Campo Grande,5.2,5
88a8a06529fffff,Costa Barros,Costa Barros,113,25,Pavuna,3.6,3
88a8a06561fffff,Guadalupe,Guadalupe,106,22,Pavuna,3.6,3
88a8a07691fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06e23fffff,Vigário Geral,Vigário Geral,048,31,Penha,3.5,3
88a8a0292bfffff,Senador Vasconcelos,Senador Vasconcelos,145,18,Campo Grande,5.2,5
88a8a076e5fffff,Recreio dos Bandeirantes,Recreio dos Bandeirantes,132,24,Barra da Tijuca,4.2,4
88a8a02a0bfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06609fffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a0219dfffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a0665dfffff,Senador Camará,Senador Camará,142,17,Bangu,5.1,5
88a8a02ab3fffff,Santa Cruz,Santa Cruz,149,19,Santa Cruz,5.3,5
88a8a066b1fffff,Bangu,Bangu,141,17,Bangu,5.1,5
88a8a02b07fffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06705fffff,Vila Militar,Vila Militar,135,33,Bangu,5.1,5
88a8a02b5bfffff,Guaratiba,Guaratiba,151,26,Guaratiba,5.4,5
88a8a06759fffff,Realengo,Realengo,139,33,Bangu,5.1,5
88a8a07889fffff,Lagoa,Lagoa,027,6,Zona Sul,2.1,2
88a8a078ddfffff,Lagoa,Lagoa,027,6,Zona Sul,2.1,2
88a8a0603bfffff,Piedade,Piedade,069,13,Méier,3.2,3
88a8a060e3fffff,Cascadura,Cascadura,082,15,Madureira,3.3,3
88a8a06137fffff,Caju,Caju,004,1,Centro,1.1,1
88a8a0618bfffff,Inhaúma,Inhaúma,054,12,Inhaúma,3.4,3
88a8a06233fffff,Anil,Anil,116,16,Jacarepaguá,4.1,4
