id,sheet_idx,sheet_name,n_rows,n_cols,n_unique_first_col,years_min,years_max,header_preview
023006ef4e8c4277b7551343ef0e9790,0,2006,38,25,29,2006,2008,Armazém de Dados
023006ef4e8c4277b7551343ef0e9790,1,2007,42,25,33,2007,2008,Armazém de Dados
069f8afac36c456cbb13e845595e1331,0,Tab. 3134,237,4,195,2010,2010,Armazém de Dados
0a5a97fed2e540fd8320c05e70867491,0,2000,46,9,37,2000,2000,Armazém de Dados
0a5a97fed2e540fd8320c05e70867491,1,2010,46,9,37,2010,2010,Armazém de Dados
0f6d773c93654593a5a73d7ac8b66819,0,2005-2006,22,7,13,2005,2006,Armazém de Dados
0f6d773c93654593a5a73d7ac8b66819,1,2007-2008,27,7,17,2007,2008,Armazém de Dados
1137f9c36087443ebf1b4f7809576f8b,0,T 1614_1,68,5,19,2001,2009,DATA.RIO
1137f9c36087443ebf1b4f7809576f8b,1,T 1614_2,80,5,21,2010,2020,DATA.RIO
1137f9c36087443ebf1b4f7809576f8b,2,ESRI_MAPINFO_SHEET,0,0,0,,,
1193f2596b9f46e1b0223b4fd5d9ad71,0,2000,24,3,15,2000,2005,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,1,2001,24,3,15,2001,2005,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,2,2002,24,3,15,2002,2004,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,3,2003,24,3,15,2003,2005,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,4,2004,24,3,15,2004,2005,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,5,2005,24,3,15,2005,2012,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,6,2006,24,3,15,2006,2012,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,7,2007,24,3,15,2007,2012,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,8,2008,24,3,15,2008,2012,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,9,2009,24,3,15,2009,2012,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,10,2010,24,3,15,2010,2017,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,11,2011,24,3,15,2011,2017,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,12,2012,24,3,15,2012,2017,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,13,2013,24,3,15,2013,2017,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,14,2014,24,3,15,2014,2017,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,15,2015,24,3,15,2015,2017,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,16,2016,24,3,15,2016,2018,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,17,2017,24,3,15,2017,2021,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,18,2018,24,3,15,2018,2021,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,19,2019,24,3,15,2019,2021,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,20,2020,24,3,15,2020,2022,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,21,2021,24,3,15,2021,2022,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,22,2022,24,3,15,2022,2023,DATA.RIO
1193f2596b9f46e1b0223b4fd5d9ad71,23,ESRI_MAPINFO_SHEET,0,0,0,,,
126a4fb5bc6a4882aca19917f27957eb,0,T 926_1,67,9,18,1999,2009,DATA.RIO
126a4fb5bc6a4882aca19917f27957eb,1,T 926_2,67,9,18,2010,2020,DATA.RIO
126a4fb5bc6a4882aca19917f27957eb,2,ESRI_MAPINFO_SHEET,0,0,0,,,
1666391bdbc0445da8164a488feca325,0,T 2098,46,5,15,2000,2008,Armazém de Dados
169c46ae23b04dc8ad494e4fe6c04eb5,0,T 1688,135,46,102,2001,2015,Armazém de Dados
1a63618dc13a4a1ea8102371185eb4cd,0,2007,18,14,7,2007,2007,Armazém de Dados
1a63618dc13a4a1ea8102371185eb4cd,1,2008,18,13,7,2008,2008,Armazém de Dados
1a63618dc13a4a1ea8102371185eb4cd,2,2009,18,13,7,2009,2009,Armazém de Dados
1a63618dc13a4a1ea8102371185eb4cd,3,2010,18,13,7,2010,2010,Armazém de Dados
1a63618dc13a4a1ea8102371185eb4cd,4,2011,18,13,7,2011,2011,Armazém de Dados
1a63618dc13a4a1ea8102371185eb4cd,5,2012,18,13,7,2012,2012,Armazém de Dados
1a63618dc13a4a1ea8102371185eb4cd,6,2013,17,13,7,2013,2013,Armazém de Dados
1a75d4a67a864ed6ab776a8a14cc7d6a,0,T 2490,20,3,11,1999,2008,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,0,2000,53,12,21,2000,2000,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,1,1999,53,12,21,1999,1999,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,2,2001,53,12,21,2001,2001,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,3,2002,53,12,21,2002,2002,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,4,2003,55,13,22,2003,2003,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,5,2004,53,13,22,2004,2004,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,6,2005,53,13,21,2005,2005,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,7,2006,53,12,21,2006,2006,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,8,2007,53,18,20,2007,2007,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,9,2008,53,17,20,2008,2008,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,10,2009,53,17,20,2009,2009,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,11,2010,61,17,24,2010,2010,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,12,2011,67,17,27,2011,2011,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,13,2012,65,17,26,2012,2012,Armazém de Dados
1b8da7c026f84de78c6704438c8cda2f,14,2013,67,20,27,2013,2013,Armazém de Dados
1bdb25acf93949b0914f0c6579099656,0,T 1170,18,4,10,2000,2006,"Tabela 1170 | Matrículas no ensino fundamental de pessoas de 7 a 14 anos da rede pública municipal, sobre o total de pessoas nesta faixa etária residentes no Município do Rio de Janeiro - 2000 / 2006."
1bfbb653359842fd9569adcec7f15293,0,T 1817_1,44,5,12,2000,2007,DATA.RIO
1bfbb653359842fd9569adcec7f15293,1,T 1817_2,44,5,12,2007,2013,DATA.RIO
1bfbb653359842fd9569adcec7f15293,2,T 1817_3,44,5,12,2014,2020,DATA.RIO
1bfbb653359842fd9569adcec7f15293,3,T 1817_4,19,5,7,2021,2022,DATA.RIO
1bfbb653359842fd9569adcec7f15293,4,ESRI_MAPINFO_SHEET,0,0,0,,,
1cf37307c721408da83b6d5aa5298144,0,2001-2004,51,5,15,2001,2006,DATA.RIO
1cf37307c721408da83b6d5aa5298144,1,2005-2008,54,5,15,2005,2013,DATA.RIO
1cf37307c721408da83b6d5aa5298144,2,2009-2012,47,5,16,2009,2013,DATA.RIO
1cf37307c721408da83b6d5aa5298144,3,2013 - 2015,38,5,12,2013,2017,DATA.RIO
1cf37307c721408da83b6d5aa5298144,4,2016 - 2020,54,5,14,2016,2022,DATA.RIO
1cf37307c721408da83b6d5aa5298144,5,2021 - 2022,32,5,13,2011,2023,DATA.RIO
1cf37307c721408da83b6d5aa5298144,6,ESRI_MAPINFO_SHEET,0,0,0,,,
1d5758f7eb6d4ff4b392a1cf66f4d1e4,0,2004,22,5,13,2004,2004,Armazém de Dados
1d5758f7eb6d4ff4b392a1cf66f4d1e4,1,2005,22,5,13,2005,2005,Armazém de Dados
1d5758f7eb6d4ff4b392a1cf66f4d1e4,2,2006,22,5,13,2006,2006,Armazém de Dados
1d5758f7eb6d4ff4b392a1cf66f4d1e4,3,2007,25,5,16,2007,2007,Armazém de Dados
1d5758f7eb6d4ff4b392a1cf66f4d1e4,4,2008,25,5,16,2008,2008,Armazém de Dados
1dc77ea3ee9b4df1abe19c3a8dcbb1fd,0,2002,23,7,14,2002,2002,Armazém de Dados
1dc77ea3ee9b4df1abe19c3a8dcbb1fd,1,2003,23,7,14,2003,2003,Armazém de Dados
1dc77ea3ee9b4df1abe19c3a8dcbb1fd,2,2004,23,7,13,2004,2004,Armazém de Dados
1dc77ea3ee9b4df1abe19c3a8dcbb1fd,3,2005,30,9,19,2005,2005,Armazém de Dados
1dc77ea3ee9b4df1abe19c3a8dcbb1fd,4,2006,29,9,18,2006,2006,Armazém de Dados
1dc77ea3ee9b4df1abe19c3a8dcbb1fd,5,2007,29,7,20,2007,2007,Armazém de Dados
1dc77ea3ee9b4df1abe19c3a8dcbb1fd,6,2008,41,9,32,2008,2008,Armazém de Dados
