ra,bairro,component,year,value
X Ramos,Olaria,ideb,2013,5.308333333333334
X Ramos,Olaria,ideb,2015,5.941078066914499
X Ramos,Olaria,ideb,2017,5.700329489291597
X Ramos,Olaria,ideb,2019,5.48083538083538
X Ramos,Olaria,ideb,2021,5.578555133079847
X Ramos,Olaria,ideb,2023,6.0
X Ramos,Ramos,aprovacao,2007,96.34263494967978
X Ramos,Ramos,aprovacao,2009,84.24435196195006
X Ramos,Ramos,aprovacao,2011,90.36389496717723
X Ramos,Ramos,aprovacao,2013,90.24111543450064
X Ramos,Ramos,aprovacao,2015,91.91512345679013
X Ramos,Ramos,aprovacao,2017,94.33426573426574
X Ramos,Ramos,aprovacao,2019,93.97
X Ramos,Ramos,aprovacao,2021,99.3468848996832
X Ramos,Ramos,aprovacao,2023,98.9
X Ramos,Ramos,saeb,2007,5.051097895699908
X Ramos,Ramos,saeb,2009,5.662699167657552
X Ramos,Ramos,saeb,2011,6.095448577680524
X Ramos,Ramos,saeb,2013,5.9588067444876796
X Ramos,Ramos,saeb,2015,6.26837962962963
X Ramos,Ramos,saeb,2017,6.373286713286713
X Ramos,Ramos,saeb,2019,6.188877551020409
X Ramos,Ramos,saeb,2021,5.682056250263991
X Ramos,Ramos,saeb,2023,6.8
X Ramos,Ramos,ideb,2007,4.7232387923147305
X Ramos,Ramos,ideb,2009,4.878121284185493
X Ramos,Ramos,ideb,2011,5.326039387308534
X Ramos,Ramos,ideb,2013,5.210505836575876
X Ramos,Ramos,ideb,2015,5.591203703703704
X Ramos,Ramos,ideb,2017,5.892540792540792
X Ramos,Ramos,ideb,2019,5.7463265306122455
X Ramos,Ramos,ideb,2021,5.666631467793031
X Ramos,Ramos,ideb,2023,6.7
XXX Maré,Maré,aprovacao,2007,93.64277891854894
XXX Maré,Maré,aprovacao,2009,90.6815305371597
XXX Maré,Maré,aprovacao,2011,87.37
XXX Maré,Maré,aprovacao,2013,88.44671417260491
XXX Maré,Maré,aprovacao,2015,86.768416596105
XXX Maré,Maré,aprovacao,2017,88.36581259150806
XXX Maré,Maré,aprovacao,2019,93.68864954432478
XXX Maré,Maré,aprovacao,2021,99.33488618316568
XXX Maré,Maré,aprovacao,2023,98.7
XXX Maré,Maré,saeb,2007,4.778733744010951
XXX Maré,Maré,saeb,2009,5.382737306843266
XXX Maré,Maré,saeb,2011,5.650262068965518
XXX Maré,Maré,saeb,2013,5.336555819477435
XXX Maré,Maré,saeb,2015,5.782845046570704
XXX Maré,Maré,saeb,2017,5.774428989751098
XXX Maré,Maré,saeb,2019,5.675940347970174
XXX Maré,Maré,saeb,2021,5.141488117257809
XXX Maré,Maré,saeb,2023,5.6
XXX Maré,Maré,ideb,2007,4.2244353182751535
XXX Maré,Maré,ideb,2009,4.653568800588668
XXX Maré,Maré,ideb,2011,4.773999999999999
XXX Maré,Maré,ideb,2013,4.373396674584322
XXX Maré,Maré,ideb,2015,5.05012701100762
XXX Maré,Maré,ideb,2017,5.162298682284041
XXX Maré,Maré,ideb,2019,5.359320629660314
XXX Maré,Maré,ideb,2021,5.111752249867655
XXX Maré,Maré,ideb,2023,5.6
XIII Méier,Água Santa,aprovacao,2007,98.9
XIII Méier,Água Santa,aprovacao,2009,86.8
XIII Méier,Água Santa,aprovacao,2011,88.5
XIII Méier,Água Santa,aprovacao,2013,98.6
XIII Méier,Água Santa,saeb,2007,4.66
XIII Méier,Água Santa,saeb,2009,6.25
XIII Méier,Água Santa,saeb,2011,6.05
XIII Méier,Água Santa,saeb,2013,6.44
XIII Méier,Água Santa,ideb,2007,4.4
XIII Méier,Água Santa,ideb,2009,5.4
XIII Méier,Água Santa,ideb,2011,5.6
XIII Méier,Água Santa,ideb,2013,5.9
XIII Méier,Cachambi,aprovacao,2007,99.50833333333333
XIII Méier,Cachambi,aprovacao,2009,95.88717948717948
XIII Méier,Cachambi,aprovacao,2011,93.8233502538071
XIII Méier,Cachambi,aprovacao,2013,96.46060606060607
XIII Méier,Cachambi,aprovacao,2015,93.8502262443439
XIII Méier,Cachambi,aprovacao,2017,96.94414414414413
XIII Méier,Cachambi,aprovacao,2019,95.5439024390244
XIII Méier,Cachambi,aprovacao,2021,100.0
XIII Méier,Cachambi,aprovacao,2023,97.5
XIII Méier,Cachambi,saeb,2007,5.6967592592592595
XIII Méier,Cachambi,saeb,2009,6.177589743589743
XIII Méier,Cachambi,saeb,2011,6.55989847715736
XIII Méier,Cachambi,saeb,2013,6.423232323232323
XIII Méier,Cachambi,saeb,2015,6.6118099547511315
XIII Méier,Cachambi,saeb,2017,6.575765765765767
XIII Méier,Cachambi,saeb,2019,6.381414634146342
XIII Méier,Cachambi,saeb,2021,6.452436
XIII Méier,Cachambi,saeb,2023,6.7
XIII Méier,Cachambi,ideb,2007,5.560648148148148
XIII Méier,Cachambi,ideb,2009,5.707179487179488
XIII Méier,Cachambi,ideb,2011,5.9477157360406085
XIII Méier,Cachambi,ideb,2013,6.054545454545456
XIII Méier,Cachambi,ideb,2015,6.164705882352941
XIII Méier,Cachambi,ideb,2017,6.312162162162162
XIII Méier,Cachambi,ideb,2019,6.076585365853659
XIII Méier,Cachambi,ideb,2021,6.5
XIII Méier,Cachambi,ideb,2023,6.5
XIII Méier,Encantado,aprovacao,2007,96.4
XIII Méier,Encantado,aprovacao,2009,96.7
XIII Méier,Encantado,aprovacao,2011,100.0
XIII Méier,Encantado,aprovacao,2013,100.0
XIII Méier,Encantado,aprovacao,2015,97.6
XIII Méier,Encantado,aprovacao,2017,100.0
XIII Méier,Encantado,aprovacao,2019,98.09999999999998
XIII Méier,Encantado,aprovacao,2021,93.6
XIII Méier,Encantado,aprovacao,2023,97.4
XIII Méier,Encantado,saeb,2007,5.69
XIII Méier,Encantado,saeb,2009,6.39
XIII Méier,Encantado,saeb,2011,7.410000000000001
XIII Méier,Encantado,saeb,2013,7.4399999999999995
XIII Méier,Encantado,saeb,2015,7.61
XIII Méier,Encantado,saeb,2017,7.39
XIII Méier,Encantado,saeb,2019,7.09
XIII Méier,Encantado,saeb,2021,5.449456
XIII Méier,Encantado,saeb,2023,6.9
XIII Méier,Encantado,ideb,2007,5.0
XIII Méier,Encantado,ideb,2009,6.0
XIII Méier,Encantado,ideb,2011,6.6
XIII Méier,Encantado,ideb,2013,6.8
XIII Méier,Encantado,ideb,2015,7.200000000000001
XIII Méier,Encantado,ideb,2017,6.6
XIII Méier,Encantado,ideb,2019,6.900000000000001
XIII Méier,Encantado,ideb,2021,5.1
XIII Méier,Encantado,ideb,2023,6.8
XIII Méier,Engenho de Dentro,aprovacao,2007,96.54543650793651
XIII Méier,Engenho de Dentro,aprovacao,2009,91.41473087818697
XIII Méier,Engenho de Dentro,aprovacao,2011,93.5676712328767
XIII Méier,Engenho de Dentro,aprovacao,2013,92.07787610619468
XIII Méier,Engenho de Dentro,aprovacao,2015,97.1324250681199
XIII Méier,Engenho de Dentro,aprovacao,2017,95.65082872928177
XIII Méier,Engenho de Dentro,aprovacao,2019,98.45772870662461
XIII Méier,Engenho de Dentro,aprovacao,2021,99.67403482210446
XIII Méier,Engenho de Dentro,aprovacao,2023,96.7
XIII Méier,Engenho de Dentro,saeb,2007,5.317440476190476
XIII Méier,Engenho de Dentro,saeb,2009,6.074504249291784
XIII Méier,Engenho de Dentro,saeb,2011,6.267835616438357
XIII Méier,Engenho de Dentro,saeb,2013,6.2663716814159285
XIII Méier,Engenho de Dentro,saeb,2015,6.221852861035423
XIII Méier,Engenho de Dentro,saeb,2017,6.395662983425415
XIII Méier,Engenho de Dentro,saeb,2019,6.429716088328076
XIII Méier,Engenho de Dentro,saeb,2021,5.359391685087055
XIII Méier,Engenho de Dentro,saeb,2023,6.0
XIII Méier,Engenho de Dentro,ideb,2007,4.827579365079365
XIII Méier,Engenho de Dentro,ideb,2009,5.390084985835694
XIII Méier,Engenho de Dentro,ideb,2011,5.750958904109589
XIII Méier,Engenho de Dentro,ideb,2013,5.741297935103245
XIII Méier,Engenho de Dentro,ideb,2015,5.933242506811989
XIII Méier,Engenho de Dentro,ideb,2017,5.94060773480663
XIII Méier,Engenho de Dentro,ideb,2019,6.245741324921136
XIII Méier,Engenho de Dentro,ideb,2021,5.355866767600302
XIII Méier,Engenho de Dentro,ideb,2023,5.7
XIII Méier,Engenho Novo,aprovacao,2007,97.65813953488372
XIII Méier,Engenho Novo,aprovacao,2009,84.20630630630629
XIII Méier,Engenho Novo,aprovacao,2011,94.8125
XIII Méier,Engenho Novo,aprovacao,2013,98.91250000000001
XIII Méier,Engenho Novo,aprovacao,2015,92.42978723404255
XIII Méier,Engenho Novo,aprovacao,2017,93.24170854271358
XIII Méier,Engenho Novo,aprovacao,2019,97.56557377049181
XIII Méier,Engenho Novo,aprovacao,2021,99.34733333333334
XIII Méier,Engenho Novo,aprovacao,2023,97.6
XIII Méier,Engenho Novo,saeb,2007,4.826821705426356
XIII Méier,Engenho Novo,saeb,2009,5.626126126126126
XIII Méier,Engenho Novo,saeb,2011,6.2828124999999995
XIII Méier,Engenho Novo,saeb,2013,6.229021739130434
XIII Méier,Engenho Novo,saeb,2015,6.339946808510638
XIII Méier,Engenho Novo,saeb,2017,6.172060301507538
XIII Méier,Engenho Novo,saeb,2019,6.001967213114754
XIII Méier,Engenho Novo,saeb,2021,4.88838784952381
XIII Méier,Engenho Novo,saeb,2023,5.6
XIII Méier,Engenho Novo,ideb,2007,4.514341085271317
XIII Méier,Engenho Novo,ideb,2009,4.726576576576576
XIII Méier,Engenho Novo,ideb,2011,5.494270833333334
XIII Méier,Engenho Novo,ideb,2013,5.510869565217392
XIII Méier,Engenho Novo,ideb,2015,5.800531914893617
XIII Méier,Engenho Novo,ideb,2017,5.5879396984924625
XIII Méier,Engenho Novo,ideb,2019,5.768852459016393
XIII Méier,Engenho Novo,ideb,2021,4.845428571428572
XIII Méier,Engenho Novo,ideb,2023,5.5
XIII Méier,Jacaré,aprovacao,2007,93.5066037735849
XIII Méier,Jacaré,aprovacao,2009,79.49038461538461
XIII Méier,Jacaré,aprovacao,2011,93.56727272727272
XIII Méier,Jacaré,aprovacao,2013,97.25401069518716
XIII Méier,Jacaré,aprovacao,2015,93.86932515337423
XIII Méier,Jacaré,aprovacao,2017,91.17073170731707
XIII Méier,Jacaré,aprovacao,2019,95.76964285714286
XIII Méier,Jacaré,aprovacao,2021,99.85751014884981
XIII Méier,Jacaré,aprovacao,2023,97.3
XIII Méier,Jacaré,saeb,2007,4.975188679245282
XIII Méier,Jacaré,saeb,2009,5.113910256410256
XIII Méier,Jacaré,saeb,2011,5.722636363636363
XIII Méier,Jacaré,saeb,2013,5.590213903743315
XIII Méier,Jacaré,saeb,2015,5.873496932515337
XIII Méier,Jacaré,saeb,2017,5.6498536585365855
XIII Méier,Jacaré,saeb,2019,5.739166666666667
XIII Méier,Jacaré,saeb,2021,4.847466963464141
XIII Méier,Jacaré,saeb,2023,5.2
XIII Méier,Jacaré,ideb,2007,4.212264150943396
XIII Méier,Jacaré,ideb,2009,4.225641025641026
XIII Méier,Jacaré,ideb,2011,5.220909090909091
XIII Méier,Jacaré,ideb,2013,5.448128342245989
XIII Méier,Jacaré,ideb,2015,5.319018404907975
XIII Méier,Jacaré,ideb,2017,5.3687804878048775
XIII Méier,Jacaré,ideb,2019,5.451785714285714
XIII Méier,Jacaré,ideb,2021,4.815020297699594
XIII Méier,Jacaré,ideb,2023,5.1
XIII Méier,Lins de Vasconcelos,aprovacao,2007,93.27193548387096
XIII Méier,Lins de Vasconcelos,aprovacao,2009,73.01
XIII Méier,Lins de Vasconcelos,aprovacao,2011,94.51012658227849
XIII Méier,Lins de Vasconcelos,aprovacao,2013,93.7919191919192
XIII Méier,Lins de Vasconcelos,aprovacao,2015,88.30505050505052
XIII Méier,Lins de Vasconcelos,aprovacao,2017,93.41614349775784
XIII Méier,Lins de Vasconcelos,aprovacao,2019,97.15971223021582
XIII Méier,Lins de Vasconcelos,aprovacao,2021,100.0
XIII Méier,Lins de Vasconcelos,aprovacao,2023,98.5
XIII Méier,Lins de Vasconcelos,saeb,2007,4.460935483870968
XIII Méier,Lins de Vasconcelos,saeb,2009,4.921600000000001
XIII Méier,Lins de Vasconcelos,saeb,2011,5.582025316455696
XIII Méier,Lins de Vasconcelos,saeb,2013,5.21959595959596
XIII Méier,Lins de Vasconcelos,saeb,2015,5.580303030303031
XIII Méier,Lins de Vasconcelos,saeb,2017,5.396771300448431
XIII Méier,Lins de Vasconcelos,saeb,2019,5.264892086330935
XIII Méier,Lins de Vasconcelos,saeb,2021,4.513491
XIII Méier,Lins de Vasconcelos,saeb,2023,5.3
XIII Méier,Lins de Vasconcelos,ideb,2007,3.9512903225806455
XIII Méier,Lins de Vasconcelos,ideb,2009,3.766
XIII Méier,Lins de Vasconcelos,ideb,2011,4.917721518987341
XIII Méier,Lins de Vasconcelos,ideb,2013,4.738383838383839
XIII Méier,Lins de Vasconcelos,ideb,2015,4.821212121212121
XIII Méier,Lins de Vasconcelos,ideb,2017,4.8618834080717495
XIII Méier,Lins de Vasconcelos,ideb,2019,5.158992805755396
XIII Méier,Lins de Vasconcelos,ideb,2021,4.5
XIII Méier,Lins de Vasconcelos,ideb,2023,5.3
XIII Méier,Méier,aprovacao,2007,96.47232142857143
XIII Méier,Méier,aprovacao,2009,93.74486301369863
XIII Méier,Méier,aprovacao,2011,97.43395638629283
XIII Méier,Méier,aprovacao,2013,88.28472906403941
XIII Méier,Méier,aprovacao,2015,95.424
XIII Méier,Méier,aprovacao,2017,97.0
XIII Méier,Méier,aprovacao,2019,95.73417721518987
XIII Méier,Méier,aprovacao,2021,99.1
XIII Méier,Méier,aprovacao,2023,98.6
XIII Méier,Méier,saeb,2007,4.847321428571429
XIII Méier,Méier,saeb,2009,5.632842465753425
XIII Méier,Méier,saeb,2011,5.862367601246105
XIII Méier,Méier,saeb,2013,5.7007389162561575
XIII Méier,Méier,saeb,2015,6.239066666666668
XIII Méier,Méier,saeb,2017,6.72
XIII Méier,Méier,saeb,2019,6.42253164556962
XIII Méier,Méier,saeb,2021,5.445414
XIII Méier,Méier,saeb,2023,5.7
XIII Méier,Méier,ideb,2007,4.560416666666667
XIII Méier,Méier,ideb,2009,4.899657534246575
XIII Méier,Méier,ideb,2011,5.438629283489097
XIII Méier,Méier,ideb,2013,5.069950738916257
XIII Méier,Méier,ideb,2015,5.793333333333333
XIII Méier,Méier,ideb,2017,6.2
XIII Méier,Méier,ideb,2019,6.2405063291139244
XIII Méier,Méier,ideb,2021,5.4
XIII Méier,Méier,ideb,2023,5.6
XIII Méier,Piedade,aprovacao,2007,95.85488215488216
XIII Méier,Piedade,aprovacao,2009,88.93574297188755
XIII Méier,Piedade,aprovacao,2011,94.82222222222222
XIII Méier,Piedade,aprovacao,2013,96.28995215311004
XIII Méier,Piedade,aprovacao,2015,92.91505016722408
XIII Méier,Piedade,aprovacao,2017,93.22877697841727
XIII Méier,Piedade,aprovacao,2019,96.93463203463205
XIII Méier,Piedade,aprovacao,2021,100.0
XIII Méier,Piedade,aprovacao,2023,95.9
XIII Méier,Piedade,saeb,2007,5.169663299663299
XIII Méier,Piedade,saeb,2009,5.837510040160643
XIII Méier,Piedade,saeb,2011,6.308962962962963
XIII Méier,Piedade,saeb,2013,6.596937799043062
XIII Méier,Piedade,saeb,2015,6.311806020066889
XIII Méier,Piedade,saeb,2017,6.281294964028778
XIII Méier,Piedade,saeb,2019,6.291601731601732
XIII Méier,Piedade,saeb,2021,5.939889737541527
XIII Méier,Piedade,saeb,2023,6.7
XIII Méier,Piedade,ideb,2007,4.6410774410774405
XIII Méier,Piedade,ideb,2009,5.114457831325301
XIII Méier,Piedade,ideb,2011,5.677407407407408
XIII Méier,Piedade,ideb,2013,6.219138755980862
XIII Méier,Piedade,ideb,2015,5.779264214046822
XIII Méier,Piedade,ideb,2017,5.656474820143885
XIII Méier,Piedade,ideb,2019,5.826406926406926
XIII Méier,Piedade,ideb,2021,5.949501661129569
XIII Méier,Piedade,ideb,2023,6.5
XIII Méier,Pilares,aprovacao,2007,98.29715447154472
XIII Méier,Pilares,aprovacao,2009,96.40647482014388
XIII Méier,Pilares,aprovacao,2011,96.72910052910052
XIII Méier,Pilares,aprovacao,2013,98.58571428571429
XIII Méier,Pilares,aprovacao,2015,96.06206896551726
XIII Méier,Pilares,aprovacao,2017,94.85567010309278
XIII Méier,Pilares,aprovacao,2019,98.11834319526628
XIII Méier,Pilares,aprovacao,2021,98.8
XIII Méier,Pilares,aprovacao,2023,95.9
XIII Méier,Pilares,saeb,2007,5.158536585365853
XIII Méier,Pilares,saeb,2009,6.30820143884892
XIII Méier,Pilares,saeb,2011,6.368624338624339
XIII Méier,Pilares,saeb,2013,6.362857142857142
XIII Méier,Pilares,saeb,2015,6.196206896551724
XIII Méier,Pilares,saeb,2017,6.6710309278350515
XIII Méier,Pilares,saeb,2019,6.380887573964497
XIII Méier,Pilares,saeb,2021,4.650291
XIII Méier,Pilares,saeb,2023,6.2
XIII Méier,Pilares,ideb,2007,4.797967479674797
XIII Méier,Pilares,ideb,2009,5.979136690647482
XIII Méier,Pilares,ideb,2011,5.953968253968254
XIII Méier,Pilares,ideb,2013,5.857142857142857
XIII Méier,Pilares,ideb,2015,5.810344827586207
XIII Méier,Pilares,ideb,2017,6.225773195876289
XIII Méier,Pilares,ideb,2019,5.993491124260355
XIII Méier,Pilares,ideb,2021,4.6
XIII Méier,Pilares,ideb,2023,5.9
XIII Méier,Riachuelo,aprovacao,2007,95.2752808988764
XIII Méier,Riachuelo,aprovacao,2009,86.662
XIII Méier,Riachuelo,aprovacao,2011,93.56
XIII Méier,Riachuelo,aprovacao,2013,92.74285714285715
XIII Méier,Riachuelo,aprovacao,2015,96.4
XIII Méier,Riachuelo,aprovacao,2017,98.2
XIII Méier,Riachuelo,aprovacao,2019,95.2
XIII Méier,Riachuelo,aprovacao,2021,99.1
XIII Méier,Riachuelo,aprovacao,2023,99.1
XIII Méier,Riachuelo,saeb,2007,4.82932584269663
XIII Méier,Riachuelo,saeb,2009,5.435
XIII Méier,Riachuelo,saeb,2011,6.048064516129031
XIII Méier,Riachuelo,saeb,2013,5.3914285714285715
XIII Méier,Riachuelo,saeb,2015,6.35
XIII Méier,Riachuelo,saeb,2017,6.38
XIII Méier,Riachuelo,saeb,2019,6.06
XIII Méier,Riachuelo,saeb,2021,5.174965
XIII Méier,Riachuelo,saeb,2023,6.8
XIII Méier,Riachuelo,ideb,2007,4.1370786516853935
XIII Méier,Riachuelo,ideb,2009,4.198
XIII Méier,Riachuelo,ideb,2011,5.289677419354838
XIII Méier,Riachuelo,ideb,2013,4.717142857142858
XIII Méier,Riachuelo,ideb,2015,6.0
XIII Méier,Riachuelo,ideb,2017,6.0
XIII Méier,Riachuelo,ideb,2019,5.7
XIII Méier,Riachuelo,ideb,2021,5.1
XIII Méier,Riachuelo,ideb,2023,6.7
XIII Méier,Rocha,aprovacao,2007,97.09154929577464
XIII Méier,Rocha,aprovacao,2009,94.21714285714285
XIII Méier,Rocha,aprovacao,2011,97.69621212121213
XIII Méier,Rocha,aprovacao,2013,97.20068027210884
XIII Méier,Rocha,aprovacao,2015,97.36000000000001
XIII Méier,Rocha,aprovacao,2017,93.42972972972973
XIII Méier,Rocha,aprovacao,2019,95.59781420765029
XIII Méier,Rocha,aprovacao,2021,99.7933014354067
XIII Méier,Rocha,aprovacao,2023,98.3
XIII Méier,Rocha,saeb,2007,5.27112676056338
XIII Méier,Rocha,saeb,2009,5.612142857142857
XIII Méier,Rocha,saeb,2011,6.199393939393939
XIII Méier,Rocha,saeb,2013,5.671972789115646
XIII Méier,Rocha,saeb,2015,5.840842105263158
XIII Méier,Rocha,saeb,2017,5.771243243243243
XIII Méier,Rocha,saeb,2019,5.70344262295082
XIII Méier,Rocha,saeb,2021,5.022195201913876
XIII Méier,Rocha,saeb,2023,5.8
XIII Méier,Rocha,ideb,2007,4.9845070422535205
XIII Méier,Rocha,ideb,2009,5.097142857142857
XIII Méier,Rocha,ideb,2011,5.618939393939394
XIII Méier,Rocha,ideb,2013,5.229931972789116
XIII Méier,Rocha,ideb,2015,5.280526315789474
XIII Méier,Rocha,ideb,2017,5.281621621621622
XIII Méier,Rocha,ideb,2019,5.445355191256831
XIII Méier,Rocha,ideb,2021,5.02267942583732
XIII Méier,Rocha,ideb,2023,5.7
XIII Méier,Sampaio,aprovacao,2007,100.0
XIII Méier,Sampaio,aprovacao,2009,88.5
XIII Méier,Sampaio,aprovacao,2011,100.0
XIII Méier,Sampaio,aprovacao,2013,100.0
XIII Méier,Sampaio,aprovacao,2015,96.9
XIII Méier,Sampaio,aprovacao,2019,91.5
XIII Méier,Sampaio,aprovacao,2021,98.8
XIII Méier,Sampaio,aprovacao,2023,97.9
XIII Méier,Sampaio,saeb,2007,4.37
XIII Méier,Sampaio,saeb,2009,5.29
XIII Méier,Sampaio,saeb,2011,6.34
XIII Méier,Sampaio,saeb,2013,5.99
XIII Méier,Sampaio,saeb,2015,6.38
XIII Méier,Sampaio,saeb,2019,5.69
XIII Méier,Sampaio,saeb,2021,4.431813
XIII Méier,Sampaio,saeb,2023,4.9
XIII Méier,Sampaio,ideb,2007,3.9
XIII Méier,Sampaio,ideb,2009,4.7
XIII Méier,Sampaio,ideb,2011,5.9
XIII Méier,Sampaio,ideb,2013,5.4
XIII Méier,Sampaio,ideb,2015,5.7
XIII Méier,Sampaio,ideb,2019,5.4
XIII Méier,Sampaio,ideb,2021,4.4
XIII Méier,Sampaio,ideb,2023,4.8
XIII Méier,Todos os Santos,aprovacao,2007,97.1
XIII Méier,Todos os Santos,aprovacao,2009,97.2
XIII Méier,Todos os Santos,aprovacao,2011,85.7
XIII Méier,Todos os Santos,aprovacao,2013,100.0
XIII Méier,Todos os Santos,aprovacao,2015,92.6
XIII Méier,Todos os Santos,aprovacao,2017,96.8
XIII Méier,Todos os Santos,saeb,2007,5.29
XIII Méier,Todos os Santos,saeb,2009,5.91
XIII Méier,Todos os Santos,saeb,2011,6.9
XIII Méier,Todos os Santos,saeb,2013,5.91
XIII Méier,Todos os Santos,saeb,2015,6.0
XIII Méier,Todos os Santos,saeb,2017,6.79
XIII Méier,Todos os Santos,ideb,2007,5.2
XIII Méier,Todos os Santos,ideb,2009,5.4
XIII Méier,Todos os Santos,ideb,2011,6.6
XIII Méier,Todos os Santos,ideb,2013,5.7
XIII Méier,Todos os Santos,ideb,2015,5.6
XIII Méier,Todos os Santos,ideb,2017,6.2
XXVIII Jacarezinho,Jacarezinho,aprovacao,2007,92.0
XXVIII Jacarezinho,Jacarezinho,aprovacao,2015,87.6
XXVIII Jacarezinho,Jacarezinho,aprovacao,2017,92.6
XXVIII Jacarezinho,Jacarezinho,aprovacao,2019,89.1
XXVIII Jacarezinho,Jacarezinho,aprovacao,2023,99.3
XXVIII Jacarezinho,Jacarezinho,saeb,2007,4.22
XXVIII Jacarezinho,Jacarezinho,saeb,2015,5.65
XXVIII Jacarezinho,Jacarezinho,saeb,2017,5.470000000000001
XXVIII Jacarezinho,Jacarezinho,saeb,2019,5.69
XXVIII Jacarezinho,Jacarezinho,saeb,2023,5.2
XXVIII Jacarezinho,Jacarezinho,ideb,2007,3.5999999999999996
XXVIII Jacarezinho,Jacarezinho,ideb,2015,4.7
XXVIII Jacarezinho,Jacarezinho,ideb,2017,4.8
XXVIII Jacarezinho,Jacarezinho,ideb,2019,5.3
XXVIII Jacarezinho,Jacarezinho,ideb,2023,5.2
XIV Irajá,Colégio,aprovacao,2007,97.67098445595855
XIV Irajá,Colégio,aprovacao,2009,93.86734006734007
XIV Irajá,Colégio,aprovacao,2011,95.11266233766233
XIV Irajá,Colégio,aprovacao,2013,94.28934911242604
XIV Irajá,Colégio,aprovacao,2015,94.30428015564203
XIV Irajá,Colégio,aprovacao,2017,94.48009049773755
XIV Irajá,Colégio,aprovacao,2019,99.52394366197183
XIV Irajá,Colégio,aprovacao,2021,98.81787148594378
XIV Irajá,Colégio,aprovacao,2023,99.7
XIV Irajá,Colégio,saeb,2007,4.856735751295337
XIV Irajá,Colégio,saeb,2009,6.075117845117845
XIV Irajá,Colégio,saeb,2011,6.038116883116884
XIV Irajá,Colégio,saeb,2013,5.954437869822485
XIV Irajá,Colégio,saeb,2015,6.495291828793774
XIV Irajá,Colégio,saeb,2017,6.233257918552037
XIV Irajá,Colégio,saeb,2019,6.212347417840376
XIV Irajá,Colégio,saeb,2021,5.543736889558233
XIV Irajá,Colégio,saeb,2023,6.0
XIV Irajá,Colégio,ideb,2007,4.632901554404145
XIV Irajá,Colégio,ideb,2009,5.653198653198653
XIV Irajá,Colégio,ideb,2011,5.6009740259740255
XIV Irajá,Colégio,ideb,2013,5.427810650887574
XIV Irajá,Colégio,ideb,2015,5.8856031128404664
XIV Irajá,Colégio,ideb,2017,5.680542986425339
XIV Irajá,Colégio,ideb,2019,6.0107981220657285
XIV Irajá,Colégio,ideb,2021,5.484337349397591
XIV Irajá,Colégio,ideb,2023,6.0
XIV Irajá,Irajá,aprovacao,2007,97.16799410029498
XIV Irajá,Irajá,aprovacao,2009,91.35811889973381
XIV Irajá,Irajá,aprovacao,2011,92.3839765100671
XIV Irajá,Irajá,aprovacao,2013,94.46448516579407
XIV Irajá,Irajá,aprovacao,2015,95.33763102725368
XIV Irajá,Irajá,aprovacao,2017,94.77338403041826
XIV Irajá,Irajá,aprovacao,2019,96.24431330472103
XIV Irajá,Irajá,aprovacao,2021,99.25951670644392
XIV Irajá,Irajá,aprovacao,2023,99.2
XIV Irajá,Irajá,saeb,2007,4.991061946902655
XIV Irajá,Irajá,saeb,2009,5.757559893522627
XIV Irajá,Irajá,saeb,2011,6.108640939597315
XIV Irajá,Irajá,saeb,2013,6.042076788830717
XIV Irajá,Irajá,saeb,2015,6.307452830188678
XIV Irajá,Irajá,saeb,2017,6.280874524714829
XIV Irajá,Irajá,saeb,2019,6.29871244635193
XIV Irajá,Irajá,saeb,2021,5.624499090990454
XIV Irajá,Irajá,saeb,2023,6.2
XIV Irajá,Irajá,ideb,2007,4.703466076696165
XIV Irajá,Irajá,ideb,2009,5.2510204081632645
XIV Irajá,Irajá,ideb,2011,5.513590604026846
XIV Irajá,Irajá,ideb,2013,5.436387434554974
XIV Irajá,Irajá,ideb,2015,5.879874213836478
XIV Irajá,Irajá,ideb,2017,5.8782319391634985
XIV Irajá,Irajá,ideb,2019,6.068776824034335
XIV Irajá,Irajá,ideb,2021,5.576581145584726
XIV Irajá,Irajá,ideb,2023,6.2
XIV Irajá,Vicente de Carvalho,aprovacao,2007,98.7
XIV Irajá,Vicente de Carvalho,aprovacao,2009,98.1
XIV Irajá,Vicente de Carvalho,aprovacao,2011,98.5
XIV Irajá,Vicente de Carvalho,aprovacao,2013,98.6
XIV Irajá,Vicente de Carvalho,aprovacao,2015,100.0
XIV Irajá,Vicente de Carvalho,aprovacao,2017,93.76
XIV Irajá,Vicente de Carvalho,aprovacao,2019,97.0774647887324
XIV Irajá,Vicente de Carvalho,aprovacao,2021,100.0
XIV Irajá,Vicente de Carvalho,aprovacao,2023,99.7
XIV Irajá,Vicente de Carvalho,saeb,2007,4.5
XIV Irajá,Vicente de Carvalho,saeb,2009,5.53
XIV Irajá,Vicente de Carvalho,saeb,2011,5.2
XIV Irajá,Vicente de Carvalho,saeb,2013,5.7
XIV Irajá,Vicente de Carvalho,saeb,2015,5.67
XIV Irajá,Vicente de Carvalho,saeb,2017,5.315266666666666
XIV Irajá,Vicente de Carvalho,saeb,2019,6.10281690140845
XIV Irajá,Vicente de Carvalho,saeb,2021,5.249964000000001
XIV Irajá,Vicente de Carvalho,saeb,2023,5.5
XIV Irajá,Vicente de Carvalho,ideb,2007,4.3
XIV Irajá,Vicente de Carvalho,ideb,2009,5.2
