ra,bairro,component,year,value
XXXII Realengo,Campo dos Afonsos,aprovacao,2011,100.0
XXXII Realengo,Campo dos Afonsos,aprovacao,2013,95.70967741935483
XXXII Realengo,Campo dos Afonsos,aprovacao,2015,93.56914893617021
XXXII Realengo,Campo dos Afonsos,aprovacao,2017,100.0
XXXII Realengo,Campo dos Afonsos,aprovacao,2019,96.8
XXXII Realengo,Campo dos Afonsos,aprovacao,2021,100.0
XXXII Realengo,Campo dos Afonsos,aprovacao,2023,98.5
XXXII Realengo,Campo dos Afonsos,saeb,2007,5.288424242424242
XXXII Realengo,Campo dos Afonsos,saeb,2009,6.2478461538461545
XXXII Realengo,Campo dos Afonsos,saeb,2011,6.191037735849057
XXXII Realengo,Campo dos Afonsos,saeb,2013,5.835806451612903
XXXII Realengo,Campo dos Afonsos,saeb,2015,6.554787234042554
XXXII Realengo,Campo dos Afonsos,saeb,2017,6.08
XXXII Realengo,Campo dos Afonsos,saeb,2019,6.03
XXXII Realengo,Campo dos Afonsos,saeb,2021,5.935919
XXXII Realengo,Campo dos Afonsos,saeb,2023,6.7
XXXII Realengo,Campo dos Afonsos,ideb,2007,5.0230303030303025
XXXII Realengo,Campo dos Afonsos,ideb,2009,5.796923076923076
XXXII Realengo,Campo dos Afonsos,ideb,2011,5.874528301886793
XXXII Realengo,Campo dos Afonsos,ideb,2013,5.412903225806452
XXXII Realengo,Campo dos Afonsos,ideb,2015,6.293617021276596
XXXII Realengo,Campo dos Afonsos,ideb,2017,6.0
XXXII Realengo,Campo dos Afonsos,ideb,2019,5.8
XXXII Realengo,Campo dos Afonsos,ideb,2021,5.9
XXXII Realengo,Campo dos Afonsos,ideb,2023,6.6
XXXII Realengo,Deodoro,aprovacao,2007,99.52136363636365
XXXII Realengo,Deodoro,aprovacao,2009,97.93310344827586
XXXII Realengo,Deodoro,aprovacao,2011,98.01052631578948
XXXII Realengo,Deodoro,aprovacao,2013,96.62987012987013
XXXII Realengo,Deodoro,aprovacao,2015,95.47567567567567
XXXII Realengo,Deodoro,aprovacao,2017,94.4232142857143
XXXII Realengo,Deodoro,aprovacao,2019,94.5956043956044
XXXII Realengo,Deodoro,aprovacao,2021,96.4
XXXII Realengo,Deodoro,aprovacao,2023,99.3
XXXII Realengo,Deodoro,saeb,2007,5.002954545454545
XXXII Realengo,Deodoro,saeb,2009,4.939103448275863
XXXII Realengo,Deodoro,saeb,2011,6.293684210526316
XXXII Realengo,Deodoro,saeb,2013,6.2943506493506485
XXXII Realengo,Deodoro,saeb,2015,6.3470270270270275
XXXII Realengo,Deodoro,saeb,2017,6.558303571428572
XXXII Realengo,Deodoro,saeb,2019,6.446373626373626
XXXII Realengo,Deodoro,saeb,2021,5.680704
XXXII Realengo,Deodoro,saeb,2023,6.5
XXXII Realengo,Deodoro,ideb,2007,4.743636363636363
XXXII Realengo,Deodoro,ideb,2009,4.544827586206897
XXXII Realengo,Deodoro,ideb,2011,5.642763157894737
XXXII Realengo,Deodoro,ideb,2013,5.683766233766233
XXXII Realengo,Deodoro,ideb,2015,5.886486486486487
XXXII Realengo,Deodoro,ideb,2017,6.20625
XXXII Realengo,Deodoro,ideb,2019,5.946153846153846
XXXII Realengo,Deodoro,ideb,2021,5.5
XXXII Realengo,Deodoro,ideb,2023,6.4
XXXII Realengo,Jardim Sulacap,aprovacao,2007,98.0
XXXII Realengo,Jardim Sulacap,aprovacao,2009,92.7
XXXII Realengo,Jardim Sulacap,aprovacao,2011,100.0
XXXII Realengo,Jardim Sulacap,aprovacao,2013,100.0
XXXII Realengo,Jardim Sulacap,aprovacao,2015,96.8
XXXII Realengo,Jardim Sulacap,aprovacao,2017,100.0
XXXII Realengo,Jardim Sulacap,aprovacao,2019,100.0
XXXII Realengo,Jardim Sulacap,aprovacao,2023,97.5
XXXII Realengo,Jardim Sulacap,saeb,2007,6.0
XXXII Realengo,Jardim Sulacap,saeb,2009,5.99
XXXII Realengo,Jardim Sulacap,saeb,2011,6.11
XXXII Realengo,Jardim Sulacap,saeb,2013,6.0
XXXII Realengo,Jardim Sulacap,saeb,2015,6.6
XXXII Realengo,Jardim Sulacap,saeb,2017,6.889999999999999
XXXII Realengo,Jardim Sulacap,saeb,2019,7.11
XXXII Realengo,Jardim Sulacap,saeb,2023,7.3
XXXII Realengo,Jardim Sulacap,ideb,2007,5.900000000000001
XXXII Realengo,Jardim Sulacap,ideb,2009,5.7
XXXII Realengo,Jardim Sulacap,ideb,2011,6.0
XXXII Realengo,Jardim Sulacap,ideb,2013,5.599999999999999
XXXII Realengo,Jardim Sulacap,ideb,2015,6.1
XXXII Realengo,Jardim Sulacap,ideb,2017,6.8
XXXII Realengo,Jardim Sulacap,ideb,2019,6.9
XXXII Realengo,Jardim Sulacap,ideb,2023,7.1
XXXII Realengo,Magalhães Bastos,aprovacao,2007,100.0
XXXII Realengo,Magalhães Bastos,aprovacao,2009,88.4403314917127
XXXII Realengo,Magalhães Bastos,aprovacao,2011,96.87954545454545
XXXII Realengo,Magalhães Bastos,aprovacao,2013,91.96634615384616
XXXII Realengo,Magalhães Bastos,aprovacao,2015,93.85684931506849
XXXII Realengo,Magalhães Bastos,aprovacao,2017,94.44914529914529
XXXII Realengo,Magalhães Bastos,aprovacao,2019,97.51152263374485
XXXII Realengo,Magalhães Bastos,aprovacao,2021,99.61551094890511
XXXII Realengo,Magalhães Bastos,aprovacao,2023,95.5
XXXII Realengo,Magalhães Bastos,saeb,2007,4.541311053984576
XXXII Realengo,Magalhães Bastos,saeb,2009,5.910994475138122
XXXII Realengo,Magalhães Bastos,saeb,2011,6.147642045454545
XXXII Realengo,Magalhães Bastos,saeb,2013,6.14698717948718
XXXII Realengo,Magalhães Bastos,saeb,2015,6.371130136986301
XXXII Realengo,Magalhães Bastos,saeb,2017,6.5014102564102565
XXXII Realengo,Magalhães Bastos,saeb,2019,6.418106995884774
XXXII Realengo,Magalhães Bastos,saeb,2021,6.005213310218977
XXXII Realengo,Magalhães Bastos,saeb,2023,6.0
XXXII Realengo,Magalhães Bastos,ideb,2007,4.34344473007712
XXXII Realengo,Magalhães Bastos,ideb,2009,5.216022099447515
XXXII Realengo,Magalhães Bastos,ideb,2011,5.6789772727272725
XXXII Realengo,Magalhães Bastos,ideb,2013,5.496794871794871
XXXII Realengo,Magalhães Bastos,ideb,2015,5.770890410958904
XXXII Realengo,Magalhães Bastos,ideb,2017,6.002991452991453
XXXII Realengo,Magalhães Bastos,ideb,2019,6.172839506172839
XXXII Realengo,Magalhães Bastos,ideb,2021,5.950729927007299
XXXII Realengo,Magalhães Bastos,ideb,2023,5.7
XXXII Realengo,Realengo,aprovacao,2007,97.20548367221195
XXXII Realengo,Realengo,aprovacao,2009,85.88056704075605
XXXII Realengo,Realengo,aprovacao,2011,93.23814667424672
XXXII Realengo,Realengo,aprovacao,2013,92.17290209790212
XXXII Realengo,Realengo,aprovacao,2015,95.74942528735633
XXXII Realengo,Realengo,aprovacao,2017,97.21209503239739
XXXII Realengo,Realengo,aprovacao,2019,97.44874213836478
XXXII Realengo,Realengo,aprovacao,2021,98.26891632957208
XXXII Realengo,Realengo,aprovacao,2023,97.1
XXXII Realengo,Realengo,saeb,2007,4.531540357362909
XXXII Realengo,Realengo,saeb,2009,5.561736562315418
XXXII Realengo,Realengo,saeb,2011,6.114593519044912
XXXII Realengo,Realengo,saeb,2013,5.808846153846153
XXXII Realengo,Realengo,saeb,2015,6.137636494252874
XXXII Realengo,Realengo,saeb,2017,6.127041036717062
XXXII Realengo,Realengo,saeb,2019,6.118333333333332
XXXII Realengo,Realengo,saeb,2021,5.691648504151586
XXXII Realengo,Realengo,saeb,2023,6.2
XXXII Realengo,Realengo,ideb,2007,4.301232285890326
XXXII Realengo,Realengo,ideb,2009,4.8820437093916125
XXXII Realengo,Realengo,ideb,2011,5.460545764638999
XXXII Realengo,Realengo,ideb,2013,5.14009324009324
XXXII Realengo,Realengo,ideb,2015,5.650718390804598
XXXII Realengo,Realengo,ideb,2017,5.734269258459323
XXXII Realengo,Realengo,ideb,2019,5.889386792452831
XXXII Realengo,Realengo,ideb,2021,5.598935490738771
XXXII Realengo,Realengo,ideb,2023,6.1
XXXII Realengo,Vila Militar,aprovacao,2007,97.18775510204082
XXXII Realengo,Vila Militar,aprovacao,2009,93.75568181818181
XXXII Realengo,Vila Militar,aprovacao,2011,98.0
XXXII Realengo,Vila Militar,aprovacao,2013,100.0
XXXII Realengo,Vila Militar,aprovacao,2015,96.72950819672131
XXXII Realengo,Vila Militar,aprovacao,2017,98.46666666666667
XXXII Realengo,Vila Militar,aprovacao,2019,98.55238095238096
XXXII Realengo,Vila Militar,aprovacao,2021,96.0
XXXII Realengo,Vila Militar,aprovacao,2023,97.4
XXXII Realengo,Vila Militar,saeb,2007,4.602789115646258
XXXII Realengo,Vila Militar,saeb,2009,5.273522727272726
XXXII Realengo,Vila Militar,saeb,2011,5.83
XXXII Realengo,Vila Militar,saeb,2013,5.57
XXXII Realengo,Vila Militar,saeb,2015,6.2272131147540986
XXXII Realengo,Vila Militar,saeb,2017,6.726666666666667
XXXII Realengo,Vila Militar,saeb,2019,6.616190476190476
XXXII Realengo,Vila Militar,saeb,2021,6.210756
XXXII Realengo,Vila Militar,saeb,2023,6.4
XXXII Realengo,Vila Militar,ideb,2007,4.218367346938775
XXXII Realengo,Vila Militar,ideb,2009,4.946590909090909
XXXII Realengo,Vila Militar,ideb,2011,5.1
XXXII Realengo,Vila Militar,ideb,2013,5.1
XXXII Realengo,Vila Militar,ideb,2015,5.927868852459016
XXXII Realengo,Vila Militar,ideb,2017,6.233333333333334
XXXII Realengo,Vila Militar,ideb,2019,6.5
XXXII Realengo,Vila Militar,ideb,2021,6.0
XXXII Realengo,Vila Militar,ideb,2023,6.2
XVIII Campo Grande,Campo Grande,aprovacao,2007,98.62224048849225
XVIII Campo Grande,Campo Grande,aprovacao,2009,93.11665682220911
XVIII Campo Grande,Campo Grande,aprovacao,2011,96.0760319207485
XVIII Campo Grande,Campo Grande,aprovacao,2013,97.41519023282224
XVIII Campo Grande,Campo Grande,aprovacao,2015,96.75474759615385
XVIII Campo Grande,Campo Grande,aprovacao,2017,96.92216928251122
XVIII Campo Grande,Campo Grande,aprovacao,2019,98.44163447251115
XVIII Campo Grande,Campo Grande,aprovacao,2021,99.16630231636177
XVIII Campo Grande,Campo Grande,aprovacao,2023,99.6
XVIII Campo Grande,Campo Grande,saeb,2007,4.8873767026773125
XVIII Campo Grande,Campo Grande,saeb,2009,5.789562906083876
XVIII Campo Grande,Campo Grande,saeb,2011,6.0757154650522835
XVIII Campo Grande,Campo Grande,saeb,2013,6.0546280522430465
XVIII Campo Grande,Campo Grande,saeb,2015,6.260279447115385
XVIII Campo Grande,Campo Grande,saeb,2017,6.297144058295964
XVIII Campo Grande,Campo Grande,saeb,2019,6.138606240713225
XVIII Campo Grande,Campo Grande,saeb,2021,5.626569196805801
XVIII Campo Grande,Campo Grande,saeb,2023,6.3
XVIII Campo Grande,Campo Grande,ideb,2007,4.659065288868014
XVIII Campo Grande,Campo Grande,ideb,2009,5.343414057885411
XVIII Campo Grande,Campo Grande,ideb,2011,5.662493120528344
XVIII Campo Grande,Campo Grande,ideb,2013,5.6730550823395784
XVIII Campo Grande,Campo Grande,ideb,2015,5.897445913461538
XVIII Campo Grande,Campo Grande,ideb,2017,6.004428251121076
XVIII Campo Grande,Campo Grande,ideb,2019,5.976671619613669
XVIII Campo Grande,Campo Grande,ideb,2021,5.578184289516907
XVIII Campo Grande,Campo Grande,ideb,2023,6.3
XVIII Campo Grande,Cosmos,aprovacao,2007,98.15589353612167
XVIII Campo Grande,Cosmos,aprovacao,2009,94.45689119170984
XVIII Campo Grande,Cosmos,aprovacao,2011,94.65028355387524
XVIII Campo Grande,Cosmos,aprovacao,2013,94.06003917727718
XVIII Campo Grande,Cosmos,aprovacao,2015,95.73969230769231
XVIII Campo Grande,Cosmos,aprovacao,2017,95.55447154471544
XVIII Campo Grande,Cosmos,aprovacao,2019,97.04706632653061
XVIII Campo Grande,Cosmos,aprovacao,2021,98.8185582822086
XVIII Campo Grande,Cosmos,aprovacao,2023,99.4
XVIII Campo Grande,Cosmos,saeb,2007,4.870171102661597
XVIII Campo Grande,Cosmos,saeb,2009,5.591544041450778
XVIII Campo Grande,Cosmos,saeb,2011,6.031871455576559
XVIII Campo Grande,Cosmos,saeb,2013,5.748119490695397
XVIII Campo Grande,Cosmos,saeb,2015,5.916502564102564
XVIII Campo Grande,Cosmos,saeb,2017,5.8881881533101055
XVIII Campo Grande,Cosmos,saeb,2019,5.716709183673469
XVIII Campo Grande,Cosmos,saeb,2021,5.264904414329536
XVIII Campo Grande,Cosmos,saeb,2023,6.0
XVIII Campo Grande,Cosmos,ideb,2007,4.556749049429658
XVIII Campo Grande,Cosmos,ideb,2009,5.159999999999999
XVIII Campo Grande,Cosmos,ideb,2011,5.453402646502836
XVIII Campo Grande,Cosmos,ideb,2013,5.233594515181194
XVIII Campo Grande,Cosmos,ideb,2015,5.5312820512820515
XVIII Campo Grande,Cosmos,ideb,2017,5.542160278745643
XVIII Campo Grande,Cosmos,ideb,2019,5.436989795918366
XVIII Campo Grande,Cosmos,ideb,2021,5.19592462751972
XVIII Campo Grande,Cosmos,ideb,2023,6.0
XVIII Campo Grande,Inhoaíba,aprovacao,2007,97.71011011011011
XVIII Campo Grande,Inhoaíba,aprovacao,2009,93.98622668579627
XVIII Campo Grande,Inhoaíba,aprovacao,2011,93.1075422626788
XVIII Campo Grande,Inhoaíba,aprovacao,2013,95.52793296089385
XVIII Campo Grande,Inhoaíba,aprovacao,2015,95.9285380116959
XVIII Campo Grande,Inhoaíba,aprovacao,2017,97.341822721598
XVIII Campo Grande,Inhoaíba,aprovacao,2019,97.40991957104558
XVIII Campo Grande,Inhoaíba,aprovacao,2021,98.19380378657486
XVIII Campo Grande,Inhoaíba,aprovacao,2023,99.2
XVIII Campo Grande,Inhoaíba,saeb,2007,4.7070070070070065
XVIII Campo Grande,Inhoaíba,saeb,2009,5.475179340028695
XVIII Campo Grande,Inhoaíba,saeb,2011,5.863381014304292
XVIII Campo Grande,Inhoaíba,saeb,2013,5.99513966480447
XVIII Campo Grande,Inhoaíba,saeb,2015,5.848210526315789
XVIII Campo Grande,Inhoaíba,saeb,2017,6.015530586766542
XVIII Campo Grande,Inhoaíba,saeb,2019,5.86485254691689
XVIII Campo Grande,Inhoaíba,saeb,2021,5.453396967297762
XVIII Campo Grande,Inhoaíba,saeb,2023,6.0
XVIII Campo Grande,Inhoaíba,ideb,2007,4.513713713713713
XVIII Campo Grande,Inhoaíba,ideb,2009,4.979340028694405
XVIII Campo Grande,Inhoaíba,ideb,2011,5.3581274382314685
XVIII Campo Grande,Inhoaíba,ideb,2013,5.646229050279329
XVIII Campo Grande,Inhoaíba,ideb,2015,5.456608187134503
XVIII Campo Grande,Inhoaíba,ideb,2017,5.817228464419476
XVIII Campo Grande,Inhoaíba,ideb,2019,5.707640750670241
XVIII Campo Grande,Inhoaíba,ideb,2021,5.343103024342267
XVIII Campo Grande,Inhoaíba,ideb,2023,6.0
XVIII Campo Grande,Santíssimo,aprovacao,2007,98.64117647058823
XVIII Campo Grande,Santíssimo,aprovacao,2009,94.88568421052632
XVIII Campo Grande,Santíssimo,aprovacao,2011,94.79634888438133
XVIII Campo Grande,Santíssimo,aprovacao,2013,98.51910828025478
XVIII Campo Grande,Santíssimo,aprovacao,2015,98.15950920245399
XVIII Campo Grande,Santíssimo,aprovacao,2017,98.22026431718062
XVIII Campo Grande,Santíssimo,aprovacao,2019,97.99828767123287
XVIII Campo Grande,Santíssimo,aprovacao,2021,99.69871114480668
XVIII Campo Grande,Santíssimo,aprovacao,2023,99.7
XVIII Campo Grande,Santíssimo,saeb,2007,4.927176470588235
XVIII Campo Grande,Santíssimo,saeb,2009,5.419536842105263
XVIII Campo Grande,Santíssimo,saeb,2011,6.011724137931035
XVIII Campo Grande,Santíssimo,saeb,2013,5.793864118895966
XVIII Campo Grande,Santíssimo,saeb,2015,6.136196319018405
XVIII Campo Grande,Santíssimo,saeb,2017,6.374801762114537
XVIII Campo Grande,Santíssimo,saeb,2019,6.138356164383562
XVIII Campo Grande,Santíssimo,saeb,2021,5.829369699772555
XVIII Campo Grande,Santíssimo,saeb,2023,6.6
XVIII Campo Grande,Santíssimo,ideb,2007,4.605210084033614
XVIII Campo Grande,Santíssimo,ideb,2009,4.982736842105264
XVIII Campo Grande,Santíssimo,ideb,2011,5.553549695740364
XVIII Campo Grande,Santíssimo,ideb,2013,5.030360934182591
XVIII Campo Grande,Santíssimo,ideb,2015,5.812269938650307
XVIII Campo Grande,Santíssimo,ideb,2017,6.1555066079295155
XVIII Campo Grande,Santíssimo,ideb,2019,5.970890410958904
XVIII Campo Grande,Santíssimo,ideb,2021,5.822289613343441
XVIII Campo Grande,Santíssimo,ideb,2023,6.6
XVIII Campo Grande,Senador Vasconcelos,aprovacao,2007,97.51802721088436
XVIII Campo Grande,Senador Vasconcelos,aprovacao,2009,94.8469465648855
XVIII Campo Grande,Senador Vasconcelos,aprovacao,2011,97.72251908396946
XVIII Campo Grande,Senador Vasconcelos,aprovacao,2013,97.36052631578947
XVIII Campo Grande,Senador Vasconcelos,aprovacao,2015,98.67304347826087
XVIII Campo Grande,Senador Vasconcelos,aprovacao,2017,99.14422535211267
XVIII Campo Grande,Senador Vasconcelos,aprovacao,2019,98.13478260869566
XVIII Campo Grande,Senador Vasconcelos,aprovacao,2021,99.71182266009852
XVIII Campo Grande,Senador Vasconcelos,aprovacao,2023,99.5
XVIII Campo Grande,Senador Vasconcelos,saeb,2007,4.991054421768707
XVIII Campo Grande,Senador Vasconcelos,saeb,2009,5.575
XVIII Campo Grande,Senador Vasconcelos,saeb,2011,6.149847328244275
XVIII Campo Grande,Senador Vasconcelos,saeb,2013,6.096894736842105
XVIII Campo Grande,Senador Vasconcelos,saeb,2015,6.505608695652174
XVIII Campo Grande,Senador Vasconcelos,saeb,2017,6.113605633802817
XVIII Campo Grande,Senador Vasconcelos,saeb,2019,5.9351811594202895
XVIII Campo Grande,Senador Vasconcelos,saeb,2021,5.487673973258268
XVIII Campo Grande,Senador Vasconcelos,saeb,2023,6.3
XVIII Campo Grande,Senador Vasconcelos,ideb,2007,4.757482993197279
XVIII Campo Grande,Senador Vasconcelos,ideb,2009,5.103435114503816
XVIII Campo Grande,Senador Vasconcelos,ideb,2011,5.88969465648855
XVIII Campo Grande,Senador Vasconcelos,ideb,2013,5.825263157894738
XVIII Campo Grande,Senador Vasconcelos,ideb,2015,6.13391304347826
XVIII Campo Grande,Senador Vasconcelos,ideb,2017,5.888450704225351
XVIII Campo Grande,Senador Vasconcelos,ideb,2019,5.78623188405797
XVIII Campo Grande,Senador Vasconcelos,ideb,2021,5.444264602392681
XVIII Campo Grande,Senador Vasconcelos,ideb,2023,6.2
XIX Santa Cruz,Paciência,aprovacao,2007,98.77855020796197
XIX Santa Cruz,Paciência,aprovacao,2009,94.53650329188002
XIX Santa Cruz,Paciência,aprovacao,2011,97.0003821656051
XIX Santa Cruz,Paciência,aprovacao,2013,97.98618283321703
XIX Santa Cruz,Paciência,aprovacao,2015,96.48102524866106
XIX Santa Cruz,Paciência,aprovacao,2017,97.8275578790142
XIX Santa Cruz,Paciência,aprovacao,2019,98.23287671232876
XIX Santa Cruz,Paciência,aprovacao,2021,99.89380214541121
XIX Santa Cruz,Paciência,aprovacao,2023,99.7
XIX Santa Cruz,Paciência,saeb,2007,4.62698752228164
XIX Santa Cruz,Paciência,saeb,2009,5.569451353328457
XIX Santa Cruz,Paciência,saeb,2011,5.726159235668791
XIX Santa Cruz,Paciência,saeb,2013,5.57863921842289
XIX Santa Cruz,Paciência,saeb,2015,5.743833205814844
XIX Santa Cruz,Paciência,saeb,2017,5.822404779686333
XIX Santa Cruz,Paciência,saeb,2019,5.903789954337899
XIX Santa Cruz,Paciência,saeb,2021,5.547421029201431
XIX Santa Cruz,Paciência,saeb,2023,6.4
XIX Santa Cruz,Paciência,ideb,2007,4.397682709447415
XIX Santa Cruz,Paciência,ideb,2009,5.131528895391368
XIX Santa Cruz,Paciência,ideb,2011,5.334458598726115
XIX Santa Cruz,Paciência,ideb,2013,5.211933007676204
XIX Santa Cruz,Paciência,ideb,2015,5.400382555470544
XIX Santa Cruz,Paciência,ideb,2017,5.569230769230768
XIX Santa Cruz,Paciência,ideb,2019,5.692237442922374
XIX Santa Cruz,Paciência,ideb,2021,5.558641239570917
XIX Santa Cruz,Paciência,ideb,2023,6.4
XIX Santa Cruz,Santa Cruz,aprovacao,2007,97.28985699152541
XIX Santa Cruz,Santa Cruz,aprovacao,2009,94.13631245601685
XIX Santa Cruz,Santa Cruz,aprovacao,2011,93.2285549466397
XIX Santa Cruz,Santa Cruz,aprovacao,2013,93.95545878693626
XIX Santa Cruz,Santa Cruz,aprovacao,2015,93.52846202935547
XIX Santa Cruz,Santa Cruz,aprovacao,2017,96.06892573900502
XIX Santa Cruz,Santa Cruz,aprovacao,2019,98.48977381331638
XIX Santa Cruz,Santa Cruz,aprovacao,2021,99.83762059973922
XIX Santa Cruz,Santa Cruz,aprovacao,2023,99.5
XIX Santa Cruz,Santa Cruz,saeb,2007,4.479457097457627
XIX Santa Cruz,Santa Cruz,saeb,2009,5.372033779028854
XIX Santa Cruz,Santa Cruz,saeb,2011,5.681845976348427
XIX Santa Cruz,Santa Cruz,saeb,2013,5.856553654743388
XIX Santa Cruz,Santa Cruz,saeb,2015,5.799677728142948
XIX Santa Cruz,Santa Cruz,saeb,2017,5.795317231434751
XIX Santa Cruz,Santa Cruz,saeb,2019,5.7847403631729835
XIX Santa Cruz,Santa Cruz,saeb,2021,5.29461076088657
XIX Santa Cruz,Santa Cruz,saeb,2023,6.0
XIX Santa Cruz,Santa Cruz,ideb,2007,4.2447033898305095
XIX Santa Cruz,Santa Cruz,ideb,2009,4.83859957776214
XIX Santa Cruz,Santa Cruz,ideb,2011,5.238477069512547
XIX Santa Cruz,Santa Cruz,ideb,2013,5.370419906687403
XIX Santa Cruz,Santa Cruz,ideb,2015,5.385673261008296
XIX Santa Cruz,Santa Cruz,ideb,2017,5.452198990627253
XIX Santa Cruz,Santa Cruz,ideb,2019,5.620006371455878
XIX Santa Cruz,Santa Cruz,ideb,2021,5.285189048239896
XIX Santa Cruz,Santa Cruz,ideb,2023,6.0
XIX Santa Cruz,Sepetiba,aprovacao,2007,93.2719656283566
XIX Santa Cruz,Sepetiba,aprovacao,2009,87.69937027707809
XIX Santa Cruz,Sepetiba,aprovacao,2011,93.27710718002082
XIX Santa Cruz,Sepetiba,aprovacao,2013,96.67939142461964
XIX Santa Cruz,Sepetiba,aprovacao,2015,94.05133136094675
XIX Santa Cruz,Sepetiba,aprovacao,2017,92.34971014492754
XIX Santa Cruz,Sepetiba,aprovacao,2019,96.94178525226391
XIX Santa Cruz,Sepetiba,aprovacao,2021,99.95364238410596
XIX Santa Cruz,Sepetiba,aprovacao,2023,99.8
XIX Santa Cruz,Sepetiba,saeb,2007,4.302706766917294
XIX Santa Cruz,Sepetiba,saeb,2009,5.504130982367758
XIX Santa Cruz,Sepetiba,saeb,2011,5.77181061394381
XIX Santa Cruz,Sepetiba,saeb,2013,5.392240663900415
